ID ,Finished Part Number ,QPE ,Forging Part Number ,Nomenclature ,"Finished Part L (+.010 Tol.) ","Finished Part ID (-.005 Tol.) ",Finished Part OD (+.005 Tol.) ,Material  Name ,Material Spec/Class,Drawing/Contour ,Current Supplier ,Current Price ,Winning Supplier ,,,Supplier Win % ,Updated percentages,2016 Price ,2017 Price ,YOY ,Mat. Type,VSE Intiated,VSE Phase ,Supplier Commit ,Shape Completed,Machining Supplier ,Machine Supplier % ,Change,Indirect PA,EP,,Old %,,New %,,notes
130,2482M17P01,1,2482M17P01.000R,FWD HANGER ,2.025,23.131,26.592,R41,B50TF110 CL-D,,Alcoa Fontana,"$5,621.00",Alcoa China,,,60,50,"$3,128","$2,972 ",5%,R41,,,,,Liyang ,50%,Alcoa 50%,,LEAP A/C,,,,,,
130,2482M17P01,1,2482M17P01.000R,FWD HANGER ,2.025,23.131,26.592,R41,B50TF110 CL-D,,Alcoa Fontana,"$5,621.00",Carlton Forge,,,40,50,"$3,280","$3,116 ",5%,R41,,,,,Numet ,50%,Carlton 50%,,LEAP A/C,,,,,,
131,2552M31P01,2,2552M31P01.000R,"SHROUD, COMPRESSOR STATOR- STAGE 1",1.445,10.637,12.261,AL 2219,"AMS 4143 or AMS 4144 or AMS 4162",,BAR,$143.41,Alcoa Fontana,,,30,50,$112,$106 ,5%,AL 2219,,,,,Barnes Singapore,50%,50% GATD ,,Leap-1B,,,,,,
102,2461M67P01,1,2461M67P01.000R,"SEAL,STA,AIRB",2.218,6.744,11.196,15-5PH,AMS 5659,,MATTCO,$948.00,GATD,0.4,0.3,40,30,$409,$389 ,5%,15-5PH,,,,,Liyang ,30%,30% GATD ,,LEAP A/C,110,163.6," $17,996.00 ",$122.70 ,"$13,497.00 ",
132,2552M32P01,2,2552M32P01.000R,"SHROUD, COMPRESSOR STATOR- STAGE 2",1.156,12.417,13.8196,AL 2219,"AMS 4143 or AMS 4144 or AMS 4163",,BAR,$137.72,Alcoa Fontana,,,30,50,$77,$73 ,5%,AL 2219,,,,,Barnes Singapore,50%,50% GATD ,,Leap-1B,,,,,,
83,2460M47G01,1,2460M47P01.000R,"SEAL, STA-CDP",0.68,9.989,11.877,718plus,B50TF317 CL-A,,Carlton Forge,"$1,127.50",GATD,0.2,0.2,20,20,$417,$396 ,5%,I718+,,,,,AVIO,50%,20% GATD / 30% Carlton,,LEAP A/C,110,83.4," $9,174.00 ",$83.40 ,"$9,174.00 ",
133,2552M33P01,1,2552M33P01.000R,"SHROUD, COMPRESSOR STATOR- STAGE 3",1.07,13.537,14.6494,AL 2219,"AMS 4143 or AMS 4144 or AMS 4164",,BAR,$119.40,Alcoa Fontana,,,30,50,$75,$71 ,5%,AL 2219,,,,,Barnes Singapore,50%,50% GATD ,,Leap-1B,,,,,,
56,2555M49G04,1,2555M49G04.003R,FINS,1.01,10.433,12.093,718+,B50TF317 CL-A,,Carlton Forge,"$2,340.00",GATD,0.1,0.1,10,10,$514,$488 ,5%,I718+,,,,,Paradigm Malden ,35%,Carlton 35%,,LEAP A/C,110,51.4," $5,654.00 ",$51.40 ,"$5,654.00 ",
134,2552M34P01,2,2552M34P01.000R,"SHROUD, COMPRESSOR STATOR- STAGE 4",1.046,14.045,15.0063,17-4 PH,"AMS 5643 or AMS 5604",,BAR,$222.20,Alcoa China,,,30,50,$141,$134 ,5%,17-4PH,,,,,Barnes Singapore,50%,50% GATD ,,Leap-1B,,,,,,
44,2548M11G05,1,2548M11G05.003R,FINS,1.415,9.799,11.901,718+,B50TF317 CL-A,,Carlton Forge,"$2,340.00",GATD,0.1,0.1,10,10,$723,$687 ,5%,I718+,,,,,Xian ,35%,GATD 10% Alcoa 25%,,Leap-1B,40,72.3," $2,892.00 ",$72.30 ,"$2,892.00 ",
135,2629M62G01,1,2629M62P01.000C,"HOUSING, BEARING - NUMBER 3 BALL & ",4.81,6.695,12.157,15-5 PH,AMS 2759/3,,Carlton Forge,"$1,655.00",Alcoa China,,,80,80,$863,$820 ,5%,15-5PH,,,,,B&E,60%,Alcoa 60%,,Leap-1B/ AC,,,,,,
22,2468M84G02,1,2468M84G02.002R,CASE,0.956,17.2626,19.507,I718,B50TF15 CL-E,,Carlton Forge,"$1,403.00",GATD,0.2,0.25,20,25,$812,$771 ,5%,I718,,,,,PCC WB ,25%,Alcoa 25%,,LEAP A/C,110,162.4," $17,864.00 ",$203.00 ,"$22,330.00 ",
136,2461M74P01,1,2461M74P01.000R,"SEAL, ROTATING, OIL-NUMBER 4 BEARIN",1.659,4.551,6.339,15-5 PH,AMS 2759/4,,LARSON,$128.00,Alcoa China,,,80,80,$103,$98 ,5%,15-5PH,,,,,EMI ,50%,50% Alcoa,,Leap-1B/ AC,,,,,,
135,2629M62G01,1,2629M62P01.000C,"HOUSING, BEARING - NUMBER 3 BALL & ",4.81,6.695,12.157,15-5 PH,AMS 2759/3,,Carlton Forge,"$1,655.00",GATD,0.2,0.2,20,20,$890,$846 ,5%,15-5PH,,,,,Xian ,40%,GATD 20% Alcoa 20%,,Leap-1B/ AC,150,178," $26,700.00 ",$178.00 ,"$26,700.00 ",
137,2468M80G01,1,4013726-330P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.072,18.0081,19.665,M152,C50TF68 CL-B,,Carlton Forge,$710.00,Alcoa China,,,60,60,$318,$302 ,5%,M152,,,,,GE Suzhou ,50%,Alcoa 50%,,LEAP A/C,,,,,,
137,2468M80G01,1,4013726-330P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.072,18.0081,19.665,M152,C50TF68 CL-B,,Carlton Forge,$710.00,Carlton Forge,,,40,40,$329,$313 ,5%,M152,,,,,PCC WB ,25%,Carlton 25%,,LEAP A/C,,,,,,
137,2468M80G01,1,4013726-330P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.072,18.0081,19.665,M152,C50TF68 CL-B,,,,,,,,,,$0 ,5%,,,,,,Samsung ,25%,Alcoa 10% Carlton 15%,,,,,,,,
138,2468M81G01,1,4013726-331P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.865,17.7599,19.763,M152,C50TF68 CL-B,,Carlton Forge,$954.00,Carlton Forge,,,60,40,$435,$413 ,5%,M152,,,,,GE Suzhou ,50%,Alcoa 50%,,LEAP A/C,,,,,,
138,2468M81G01,1,4013726-331P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.865,17.7599,19.763,M152,C50TF68 CL-B,,Carlton Forge,$954.00,Alcoa China,,,40,60,$465,$442 ,5%,M152,,,,,PCC WB ,25%,Carlton 25%,,LEAP A/C,,,,,,
138,2468M81G01,1,4013726-331P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.865,17.7599,19.763,M152,C50TF68 CL-B,,,,,,,,,,$0 ,5%,,,,,,Samsung ,25%,Alcoa 10% Carlton 15%,,,,,,,,
139,2468M82G01,1,4013726-332P01,"CASE, COMPRESSOR STATOR - AFT INNER",2.49,17.5338,19.765,I718,B50TF15 CL-E,,Carlton Forge,"$2,207.00",Alcoa Rochester,,,50,50,"$1,448","$1,376 ",5%,I718,,,,,GE Suzhou ,50%,Alcoa 50%,,LEAP A/C,,,,,,
139,2468M82G01,1,4013726-332P01,"CASE, COMPRESSOR STATOR - AFT INNER",2.49,17.5338,19.765,I718,B50TF15 CL-E,,Carlton Forge,"$2,207.00",Carlton Forge,,,50,50,"$1,450","$1,378 ",5%,I718,,,,,PCC WB ,25%,Carlton 25%,,LEAP A/C,,,,,,
139,2468M82G01,1,4013726-332P01,,2.49,17.5338,19.765,I718,B50TF15 CL-E,,,,,,,,,,$0 ,5%,,,,,,Samsung ,25%,Carlton 25%,,,,,,,,
140,2468M83G02,1,4013726-333P01,"CASE, COMPRESSOR STATOR - AFT INNER",1.7267,17.447,21.272,I718,B50TF15 CL-E,,Schlosser ,"$2,525.00",Carlton Forge,,,50,50,"$1,700","$1,615 ",5%,I718,,,,,GE Suzhou ,50%,Alcoa 50%,,LEAP A/C,,,,,,
140,2468M83G02,1,4013726-333P01,"CASE, COMPRESSOR STATOR - AFT INNER",1.7267,17.447,21.272,I718,B50TF15 CL-E,,Schlosser ,"$2,525.00",Alcoa China,,,50,50,"$1,690","$1,606 ",5%,I718,,,,,PCC WB ,25%,Carlton 25%,,LEAP A/C,,,,,,
140,2468M83G02,1,4013726-333P01,"CASE, COMPRESSOR STATOR - AFT INNER",1.7267,17.447,21.272,I718,B50TF15 CL-E,,,,,,,,,,$0 ,5%,,,,,,Samsung ,25%,Carlton 25%,,,,,,,,
141,2482M28P02,8,2482M28P02.000W,"RETAINER, TRANSITION DUCT",0.255,16.415,16.865,R41,"B50TF110 CL-D or B50TF109 CL-D",,Wyman Mountaintop,$419.89,Welded Ring Products,,,40,30,$190,$181 ,5%,R41,,,,,B&F ,30%,Welded 30%,,LEAP A/C,,,,,,
141,2482M28P02,8,2482M28P02.000W,"RETAINER, TRANSITION DUCT",0.255,16.415,16.865,R41,"B50TF110 CL-D or B50TF109 CL-D",,Wyman Mountaintop,$419.89,Wyman Mountaintop,,,60,70,$151,$143 ,5%,R41,,,,,UEC Poland ,70%,MTTP 70%,,LEAP A/C,,,,,,
142,2464M37P01,2,2464M37P01.000W,"C-CLIP, SHROUD HIGH PRESSURE TURBIN",0.256,22.768,22.364,R41,B50TF75 CL-D,,BAR,$301.59,FRISA,,,50,30,$324,$308 ,5%,R41,,,,,Liming ,40%,MTTP 40%,,LEAP A/C,,,,,,
142,2464M37P01,2,2464M37P01.000W,"C-CLIP, SHROUD HIGH PRESSURE TURBIN",0.256,22.768,22.364,R41,B50TF75 CL-D,,BAR,$301.59,Wyman Mountaintop,,,50,40,$210,$200 ,5%,R41,,,,,Chaheng ,30%,Frisa 30%,,LEAP A/C,,,,,,
142,2464M37P01,2,2464M37P01.000W,,0.256,22.768,22.364,R41,B50TF75 CL-D,,,,,,,,,,$0 ,5%,,,,,,Avalon ,30%,Frisa 30%,,LEAP A/C,,,,,,
143,2461M69P01,1,2461M69P01.000R,"SEAL, STATIONARY, OIL-NUMBER 4 BEAR",1.3172,6.195,8.505,A-286,AMS 5734,,Larson ,$405.00,Alcoa China,,,50,50,$219,$208 ,5%,A286,,,,,Paradigm Tempe,50%,Alcoa 50%,,Leap-1B/ AC,,,,,,
23,2468M85G01,1,2468M85G01.002R,"CASE, HPC",2.091,17.1309,19.39,I718,B50TF15 CL-E,,Alcoa Rancho Cucamonga,"$1,916.00",GATD,0.2,0.25,20,25,"$1,199","$1,139 ",5%,I718,,,,,PCC WB ,25%,Alcoa 25%,,LEAP A/C,110,239.8," $26,378.00 ",$299.75 ,"$32,972.50 ",
144,2460M62G02,1,4013728-259P01,"SEAL, STATIONARY - HIGH PRESSURE TU",1.147,12.877,15.623,Inco 783,AMS 5940,,Alcoa Rochester,"$6,747.00",Alcoa China,,,40,50,"$1,554","$1,476 ",5%,I783,,,,,Xian ,50%,Alcoa 50%,,LEAP-1A,,,,,,
144,2460M62G02,1,4013728-259P01,"SEAL, STATIONARY - HIGH PRESSURE TU",1.147,12.877,15.623,Inco 783,AMS 5940,,Alcoa Rochester,"$6,747.00",Carlton Forge,,,60,50,"$1,400","$1,330 ",5%,I783,,,,,Vertechs ,50%,Carlton 50%,,LEAP-1A,,,,,,
145,2548M16G01  ,1,4013733-958P01,"SEAL, STATIONARY - HIGH PRESSURE TU",0.638,11.919,13.329,GTD222,B50TF279 CL-B,,Alcoa Rochester,"$2,513.00",Alcoa China,,,60,60,$485,$461 ,5%,GTD222,,,,,Xian ,40%,Alcoa 40%,,Leap-1B,,,,,,
145,2548M16G01  ,1,4013733-958P01,"SEAL, STATIONARY - HIGH PRESSURE TU",0.638,11.919,13.329,GTD222,B50TF279 CL-B,,Alcoa Rochester,"$2,513.00",Carlton Forge,,,40,40,$573,$544 ,5%,GTD222,,,,,Liming ,35%,Alcoa 20% Carlton 15%,,Leap-1B,,,,,,
145,2548M16G01  ,1,4013733-958P01,"SEAL, STATIONARY - HIGH PRESSURE TU",0.638,11.919,13.329,GTD222,B50TF279 CL-B,,,,,,,,,,,,,,,,,Vertechs ,25%,Carlton 25%,,Leap-1B,,,,,,
146,2521M45G01,1,2521M45P01.000R,"SEAL, STATIONARY- HPT STATOR",2.185,12.395,14.18,I718,B50TF15 CL-D,,Alcoa Fontana,"$1,854.00",Alcoa Rochester,,,60,60,$852,$809 ,5%,I718,,,,,DELETE,M52 Now ,,,Leap-1B,,,,,,
146,2521M45G01,1,2521M45P01.000R,"SEAL, STATIONARY- HPT STATOR",2.185,12.395,14.18,I718,B50TF15 CL-D,,Alcoa Fontana,"$1,854.00",Carlton Forge,,,40,40,$893,$848 ,5%,I718,,,,,DELETE,,,,Leap-1B,,,,,,
147,2521M45G01,1,2521M45P02.000R,"SEAL, STATIONARY- HPT STATOR",1.544,13.892,16.0672,I718,B50TF15 CL-D,,Alcoa Fontana,"$2,003.00",Alcoa Rochester,,,60,60,$722,$686 ,5%,I718,,,,,DELETE ,,,,Leap-1B,,,,,,
147,2521M45G01,1,2521M45P02.000R,"SEAL, STATIONARY- HPT STATOR",1.544,13.892,16.0672,I718,B50TF15 CL-D,,Alcoa Fontana,"$2,003.00",Carlton Forge,,,40,40,$837,$795 ,5%,I718,,,,,DELETE ,,,,Leap-1B,,,,,,
148,2521M46P01,1,2521M46P01.000R,"SEAL, INNER- FORWARD, TRANSITION DU",1.5745,14.571,17.135,HS188,B50TF74 CL-A,,Alcoa Fontana,"$3,510.50",Alcoa China,,,60,60,"$1,305","$1,240 ",5%,HS188,,,,,Triumph SanD,40%,Alcoa 40%,,Leap-1B,,,,,,
148,2521M46P01,1,2521M46P01.000R,"SEAL, INNER- FORWARD, TRANSITION DU",1.5745,14.571,17.135,HS188,B50TF74 CL-A,,Alcoa Fontana,"$3,510.50",Carlton Forge,,,30,30,"$1,528","$1,452 ",5%,HS188,,,,,Gentz,30%,Carlton 30%,,Leap-1B,,,,,,
174,2521M47G03,1,2521M47P02.000R,"TCF Seal, Transition Duct Outer",0.52,24.532,26.962,Rene 41,B50TF110,,Alcoa Fontana ,"$6,849.00",GATD,0.1,0.1,10,10,"$1,505","$1,430 ",5%,Rene 41,,,,,Xian ,50%,GATD 10%  / Carlton 40%,,Leap-1B,40,150.5," $6,020.00 ",$150.50 ,"$6,020.00 ",
149,2521M48G01,1,2521M48P01.000R,"PLATE, BACKING- AFT",0.24,24.715,26.9616,R41,B50TF110 CL-D,,Alcoa Fontana,"$2,842.00",Alcoa China,,,40,50,$552,$524 ,5%,R41,,,,,Triumph SanD,50%,Carlton 50%,,Leap-1B,,,,,,
149,2521M48G01,1,2521M48P01.000R,"PLATE, BACKING- AFT",0.24,24.715,26.9616,R41,B50TF110 CL-D,,Alcoa Fontana,"$2,842.00",Carlton Forge,,,60,50,$520,$494 ,5%,R41,,,,,Xian ,50%,Alcoa 50%,,Leap-1B,,,,,,
150,2521M49P01,1,2521M49P01.000R,"PLATE, BACKING- FORWARD",0.13,14.746,16.737,R41,B50TF110 CL-D,,Alcoa Fontana,"$1,389.00",Alcoa China,,,40,50,$404,$384 ,5%,R41,,,,,Liming ,50%,Alcoa 50%,,Leap-1B,,,,,,
150,2521M49P01,1,2521M49P01.000R,"PLATE, BACKING- FORWARD",0.13,14.746,16.737,R41,B50TF110 CL-D,,Alcoa Fontana,"$1,389.00",Carlton Forge,,,60,50,$352,$334 ,5%,R41,,,,,Triumph SanD,50%,Carlton 50%,,Leap-1B,,,,,,
151,2521M52G01,1,2521M52P01.000R,"SEAL, STATIONARY- HPT STATOR",2.185,10.915,13.807,I718,B50TF15 CL-D,,Carlton Forge,"$4,223.00",Alcoa China,,,60,50,"$1,022",$971 ,5%,I718,,,,,Triumph SanD,50%,Carlton 50%,,Leap-1B,,,,,,
151,2521M52G01,1,2521M52P01.000R,"SEAL, STATIONARY- HPT STATOR",2.185,10.915,13.807,I718,B50TF15 CL-D,,Carlton Forge,"$4,223.00",Carlton Forge,,,40,50,"$1,186","$1,127 ",5%,I718,,,,,Xian ,50%,Alcoa 50%,,Leap-1B,,,,,,
152,2521M52G01,1,2521M52P02.000R,"SEAL, STATIONARY- HPT STATOR",1.724,12.83,16.067,I718,B50TF15 CL-D,,Carlton Forge,"$2,010.00",Alcoa Rochester,,,60,50,$978,$929 ,5%,I718,,,,,Triumph SanD,50%,Carlton 50%,,Leap-1B,,,,,,
152,2521M52G01,1,2521M52P02.000R,"SEAL, STATIONARY- HPT STATOR",1.724,12.83,16.067,I718,B50TF15 CL-D,,Carlton Forge,"$2,010.00",Carlton Forge,,,40,50,"$1,044",$992 ,5%,I718,,,,,Xian ,50%,Alcoa 50%,,Leap-1B,,,,,,
153,2548M31G01,1,4013704-689P01,"SEAL, CDP-STATOR",0.675,9.629,11.46," 718 Plus"," B50TF317 CL-A",,Carlton Forge,"$2,255.00",Alcoa China,,,20,20,$393,$373 ,5%,I718+,,,,,PAS Tech,50%,MTTP 50%,,Leap-1B,,,,,,
153,2548M31G01,1,4013704-689P01,"SEAL, CDP-STATOR",0.675,9.629,11.46," 718 Plus"," B50TF317 CL-A",,Carlton Forge,"$2,255.00",Wyman Mountaintop,,,80,80,$342,$325 ,5%,I718+,,,,,Triumph SanD,50%,Alcoa 20% MTTP 30%,,Leap-1B,,,,,,
154,2548M31G01,1,4013725-407P01,"SEAL, CDP-STATOR",3.351,9.629,12.701,Inco 909,C50TF95 CL-A,,Carlton Forge,"$2,665.00",Alcoa Rochester,,,60,50,"$1,375","$1,306 ",5%,I909,,,,,PAS Tech,50%,Alcoa 50%,,Leap-1B,,,,,,
154,2548M31G01,1,4013725-407P01,"SEAL, CDP-STATOR",3.351,9.629,12.701,Inco 909,C50TF95 CL-A,,Carlton Forge,"$2,665.00",Carlton Forge,,,40,50,"$1,646","$1,564 ",5%,I909,,,,,Triumph SanD,50%,Carlton 50%,,Leap-1B,,,,,,
155,2551M46P01,1,2551M46P01.000W,"C-CLIP, SHROUD HIGH PRESSRE TURBINE",0.264,22.102165,22.708135,R41,B50TF75 CL-D,,BAR,$570.51,Alcoa China,,,30,30,$335,$318 ,5%,R41,,,,,Avalon,50%,DELETE - BAR,,Leap-1B,,,,,,
155,2551M46P01,1,2551M46P01.000W,"C-CLIP, SHROUD HIGH PRESSRE TURBINE",0.264,22.102165,22.708135,R41,B50TF75 CL-D,,BAR,$570.51,Wyman Mountaintop,,,70,70,$218,$207 ,5%,R41,,,,,Liming ,50%,DELETE - BAR,,Leap-1B,,,,,,
156,2552M42G05,1,2552M42P05.002C,"CASE, EXTENSION COMPRESSOR STATOR -",4.433,19.523,24.29,I718,B50TF15 CL-E,,Alcoa Fontana,"$7,304.00",Alcoa Fontana,,,40,47,"$4,712","$4,476 ",5%,I718,,,,,AIDC ,35%,Alcoa 35%,,Leap-1B,,,,,,
156,2552M42G05,1,2552M42P05.002C,"CASE, EXTENSION COMPRESSOR STATOR -",4.433,19.523,24.29,I718,B50TF15 CL-E,,Alcoa Fontana,"$7,304.00",Carlton Forge,,,40,30,"$4,715","$4,479 ",5%,I718,,,,,Samsung ,30%,Carlton 30%,,Leap-1B,,,,,,
156,2552M42G05,1,2552M42P05.002C,"CASE, EXTENSION COMPRESSOR STATOR -",4.433,19.523,24.29,I718,B50TF15 CL-E,,Alcoa Fontana,"$7,304.00",FRISA,,,20,23,"$4,713","$4,477 ",5%,I718,,,,,Avitron ,23%,FRISA 23%,,Leap-1B,,,,,,
156,2552M42G05,1,2552M42P05.002C,,4.433,19.523,24.29,I718,B50TF15 CL-E,,,,,,,,,,$0 ,5%,,,,,,GE Suzhou,12%,Alcoa 12%,,,,,,,,
157,2552M51G04(G06),1,4013726-337P03,"CASE, COMPRESSOR STATOR - AFT INNER",3.679,16.529,20.5,"I783","AMS 5940",,Alcoa Rancho Cucamonga,"$11,245.00",Alcoa Fontana,,,50,50,"$5,345","$5,078 ",5%,I783,,,,,Liming ,50%,Alcoa 50%,,Leap-1B,,,,,,
157,2552M51G04(G06),1,4013726-337P03,"CASE, COMPRESSOR STATOR - AFT INNER",3.679,16.529,20.5,"I783","AMS 5940",,Alcoa Rancho Cucamonga,"$11,245.00",Carlton Forge,,,50,50,"$5,342","$5,075 ",5%,I783,,,,,AIDC ,50%,Carlton 50%,,Leap-1B,,,,,,
158,2552M51G04(G06),1,4013726-338P02,"CASE, COMPRESSOR STATOR - AFT INNER",2.055,19.781,24.26,I718,B50TF15 CL-D,,Carlton Forge,"$4,380.00",Carlton Forge,,,30,40,"$2,283","$2,169 ",5%,I718,,,,,Liming ,50%,Alcoa 50%,,Leap-1B,,,,,,
158,2552M51G04(G06),1,4013726-338P02,"CASE, COMPRESSOR STATOR - AFT INNER",2.055,19.781,24.26,I718,B50TF15 CL-D,,Carlton Forge,"$4,380.00",FRISA,,,10,10,"$2,499","$2,374 ",5%,I718,,,,,AIDC ,50%,Carlton 40% FRISA 10% ,,Leap-1B,,,,,,
158,2552M51G04(G06),1,4013726-338P02,"CASE, COMPRESSOR STATOR - AFT INNER",2.055,19.781,24.26,I718,B50TF15 CL-D,,Carlton Forge,"$4,380.00",Alcoa China,,,60,50,"$2,045","$1,943 ",5%,I718,,,,,,,,,Leap-1B,,,,,,
159,2594M65P01,1,2594M65P01.000R,"DAMPER, AFT HIGH PRESSURE TURBINE R",0.218,9.674,10.014,X-750,AMS 5668,,Alcoa China,$230.97,Alcoa China,,,60,70,$76,$72 ,5%,X-750,,,,,Liyang ,70%,Alcoa 70%,,LEAP A/C,,,,,,
159,2594M65P01,1,2594M65P01.000R,"DAMPER, AFT HIGH PRESSURE TURBINE R",0.218,9.674,10.014,X-750,AMS 5668,,Alcoa China,$230.97,Wyman Mountaintop,,,40,30,$83,$79 ,5%,X-750,,,,,Barnes Singapore,30%,MTTP 30%,,LEAP A/C,,,,,,
160,2545M03P01,1,2545M03P01.000R,"SCREEN, WINDAGE- NUMBER 4R BEARING",0.55,7.095,8.365,17-4 PH,"AMS 5643, AMS 2759/3 ",,BAR,$125.65,Alcoa China,,,50,50,$53,$50 ,5%,17-4PH,,,,,B&F ,50%,Alcoa 50%,,Leap-1B/ AC,,,,,,
148,2521M46P01,1,2521M46P01.000R,"SEAL, INNER- FORWARD, TRANSITION DU",1.5745,14.571,17.135,HS188,B50TF74 CL-A,,Alcoa Fontana,"$3,510.50",GATD,0.1,0.1,10,10,"$1,640","$1,558 ",5%,HS188,,,,,Liming ,30%,GATD 10% Alcoa 20%,,Leap-1B,40,164," $6,560.00 ",$164.00 ,"$6,560.00 ",
163,2468M80G01,1,4013726-330P04,"CASE, COMPRESSOR STATOR - AFT INNER",1.0729,18.0208,19.665,I909,C50TF95 CL-B,,Alcoa Fontana,"$2,228.00",Alcoa China,,,60,50,$645,$613 ,5%,I909,,,,,Samsung ,25%,Welded 25%,,LEAP A/C,,,,,,
163, 2468M80G01,1,4013726-330P04,"CASE, COMPRESSOR STATOR - AFT INNER",1.0729,18.0208,19.665,I909,C50TF95 CL-B,,Alcoa Fontana,"$2,228.00",Welded Ring Products,,,40,50,$770,$732 ,5%,I909,,,,,GE Suzhou,50%,Alcoa 50%,,LEAP A/C,,,,,,
163, 2468M80G01,1,4013726-330P04,,1.0729,18.0208,19.665,I909,C50TF95 CL-B,,,,,,,,,,$0 ,5%,,,,,,PCC WB ,25%,Welded 25% ,,,,,,,,
164,2551M97G01 /  2564M05G01,1,4013726-332P03,"CASE, COMPRESSOR STATOR - AFT INNER",2.487,17.5319,19.987,M152,C50TF68 CL-B,,Schlosser ,"$2,635.00",Carlton Forge,,,60,60,$510,$485 ,5%,M152,,,,,Delete ,2551M97,,,LEAP A/C,,,,,,
164,2551M97G01 /  2564M05G01,1,4013726-332P03,"CASE, COMPRESSOR STATOR - AFT INNER",2.487,17.5319,19.987,M152,C50TF68 CL-B,,Schlosser ,"$2,635.00",Alcoa China,,,40,40,$598,$568 ,5%,M152,,,,,Delete ,2551M97,,,LEAP A/C,,,,,,
166,2468M83G02,1,4013726-333P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.726,17.455,21.272,I718,B50TF15 CL-E,,Alcoa Rancho Cucamonga,"$2,525.00",Alcoa China,,,60,50,"$1,544","$1,467 ",5%,I718,,,,,GE Suzhou,50%,Alcoa 50%,,LEAP A/C,,,,,,
166,2468M83G02,1,4013726-333P02,"CASE, COMPRESSOR STATOR - AFT INNER",1.726,17.455,21.272,I718,B50TF15 CL-E,,Alcoa Rancho Cucamonga,"$2,525.00",Carlton Forge,,,40,50,"$1,615","$1,534 ",5%,I718,,,,,PCC WB ,25%,Carlton 25%,,LEAP A/C,,,,,,
166,2468M83G02,1,4013726-333P02,,1.726,17.455,21.272,I718,B50TF15 CL-E,,,,,,,,,,$0 ,5%,,,,,,Samsung ,25%,Carlton 25%,,,,,,,,
167,2468M78G05,1,4013726-336P02,"CASE, EXTENSION, COMPRESSOR STATOR ",4.533,20.171,24.908,I718,B50TF15 CL-E,,Schlosser,"$8,200.00",Alcoa China,,,60,65,"$4,539","$4,312 ",5%,I718,,,,,Fast ,25%,Alcoa 20%  GATD 5%,,LEAP A/C,,,,,,
167,2468M78G05,1,4013726-336P02,"CASE, EXTENSION, COMPRESSOR STATOR ",4.533,20.171,24.908,I718,B50TF15 CL-E,,Schlosser,"$8,200.00",Carlton Forge,,,35,30,"$4,850","$4,608 ",5%,I718,,,,,Avitron ,45%,Alcoa 45%,,LEAP A/C,,,,,,
167,2468M78G05,1,4013726-336P02,"CASE, EXTENSION, COMPRESSOR STATOR ",4.533,20.171,24.908,I718,B50TF15 CL-E,,Schlosser,"$8,200.00",GATD,0.05,0.05,5,5,"$5,300","$5,035 ",5%,I718,,,,,Samsung ,30%,Carlton 30%,,LEAP A/C,110,265," $29,150.00 ",$265.00 ,"$29,150.00 ",
168,2464M25G02,1,2464M25P03.004R,Impingement Ring ,0.503,23.044 �,23.794 �,Hast-X,AMS 5536 or AMS5754,,Alcoa Rochester,"$1,024.00",Alcoa Rochester,,,50,50,$265,$252 ,5%,HastX,,,,,Jean Gallay ,50%,Alcoa 50%,,LEAP A/C,,,,,,
168,2464M25G02,1,2464M25P03.004R,Impingement Ring ,0.503,23.044 �,23.794 �,Hast-X,AMS 5536 or AMS5754,,Alcoa Rochester,"$1,024.00",Welded Ring Products,,,50,50,$355,$337 ,5%,HastX,,,,,Triumph SanD,50%,Welded 50%,,LEAP A/C,,,,,,
169,2464M25G02,1,2464M25P04.005R,Impingement Ring ,0.586,23.200 �,24.174 �,Hast-X,AMS 5536 or AMS5754,,Monroe ,"$1,264.00",Alcoa Rochester,,,50,50,$316,$300 ,5%,HastX,,,,,Jean Gallay ,50%,Alcoa 50%,,LEAP A/C,,,,,,
169,2464M25G02,1,2464M25P04.005R,Impingement Ring ,0.586,23.200 �,24.174 �,Hast-X,AMS 5536 or AMS5754,,Monroe ,"$1,264.00",Welded Ring Products,,,50,50,$412,$391 ,5%,HastX,,,,,Triumph SanD,50%,Welded 50%,,LEAP A/C,,,,,,
170,2521M04G04,1,2521M04P07.000C,TCF ,10.045,23.378,39.93,I718,C50TF37 CL-A, ,Schlosser ,"$16,276.00",Carlton Forge,,,90,90,"$12,685","$12,431 ",2%,I718,,,,,Ketema ,20%,Carlton 20%,,Leap-1B,,,,,,
170,2521M04G04,1,2521M04P07.000C,TCF ,10.045,23.378,39.93,I718,C50TF37 CL-A,,Schlosser ,"$16,276.00",FRISA,,,10,10,"$14,000","$13,300 ",5%,I718,,,,,Paradigm,50%,FRISA 10% Carlton 40%,,Leap-1B,,,,,,
170,2521M04G04,1,2521M04P07.000C,TCF ,10.045,23.378,39.93,I718,C50TF37 CL-A,,,,,,,,,,,,,,,,,FAMAT ,30%,Carlton 30%,,,,,,,,
