Item #,LTA,Site,2011 Defla-tion,2012 Defla-tion,2013 Defla-tion,2014 Defla-tion,2015 Defla-tion,2016 Defla-tion,2017 Defla-tion,Alloy Family,Alloy,Spec,Billet Dia.,Engine Program,GE P/N,Forging P/N,FR Site P/N,Alternate P/N,Nomenclature,Machining Source #1,Machining Source #2,Machining Source #3,Singles per Sleeve,Segments per Single, 2011 Price per Part ,2012 Price per Part,2013 Price per Part,2014 Price per Part,2015 Price per Part,2016 Price per Part,2017 Price per Part,Comments
B022,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,14,GEnx,2322M11P02,2322M11P02,,,,SAM,,,5,," $10,925 ","$10,925.00","$10,488.00","$10,278.24","$10,072.68","$9,871.22","$9,673.80",Sold as 1=5 sleeve
B023,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,14,GEnx,2322M12P02,2322M12P02,,,,SAM,,,4,," $8,732 ","$8,732.00","$8,382.72","$8,215.07","$8,050.76","$7,889.75","$7,731.95",Sold as 1=4 sleeve
B024,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,14,GEnx,2322M13P02,2322M13P02,,,,SAM,,,4,," $8,902 ","$8,902.00","$8,545.92","$8,375.00","$8,207.50","$8,043.35","$7,882.48",Sold as 1=4 sleeve
B025,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,14,GEnx,2322M14P02,2322M14P02,,,,SAM,,,3,," $7,045 ","$7,045.00","$6,763.20","$6,627.94","$6,495.38","$6,365.47","$6,238.16",Sold as 1=3 sleeve
B026,2014 Ext.,FRM,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx,2324M32P01,2324M32P01,1212204,2324M32P01-F,#1 Carbon Seal,Kerns,AIDC,Evergreen,5,, $551 ,$551.00,$539.98,$529.18,$518.60,$508.22,$498.06,Sold as 1=5 sleeve
B028,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,GEnx-1B/2B,2327M10G02,2327M10P01,2327M10G02,2327M10G02*,,SAM,,,4,," $4,045 ","$4,045.00","$3,883.20","$3,805.54","$3,729.43","$3,654.84","$3,581.74",Sold as 1=4 sleeve
B029,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GEnx,2327M14P02,2327M14P02,,,,SAM,,,4,," $9,904 ","$9,904.00","$9,507.84","$9,317.68","$9,131.33","$8,948.70","$8,769.73",Sold as 1=4 sleeve
B030,2014 Ext.,FRC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GEnx,2327M15P02,2327M15P02,,,,XAE,,,5,8," $11,051 ","$11,051.00","$10,608.96","$10,396.78","$10,188.85","$9,985.07","$9,785.37","Sold as a 1=5 sleeve, QPE is 1/8 of a ring"
B031,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,23.5,GEnx,2333M21P03,2333M21P03,,,,SAM,,,1,22," $1,611 ","$1,611.00","$1,602.95","$1,570.89","$1,539.47","$1,508.68","$1,478.51","Sold as parted singles, made as 1=5 sleeve, each single yields 22 segments"
B032,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,19.5,GEnx-2B,2337M26P01,2337M26P01,,,,SAM,,,1,," $1,603 ","$1,603.00","$1,594.99","$1,563.09","$1,531.82","$1,501.19","$1,471.16","Sold as parted singles, made as a 1=4 sleeve, each single yields 2 segments"
B033,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,3,GEnx-2B,2341M90P01,2341M90P01,1215213,2341M90P01,,Jet Industries,,,1,, $90 ,$90.00,$89.55,$87.76,$86.00,$84.28,$82.60,
B034,2014 Ext.,SFC,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,10,GEnx-1B/2B,2370M25P01,2370M25P01,,,,APPI,,,1,," $4,683 ","$4,683.00","$4,495.68","$4,405.77","$4,317.65","$4,231.30","$4,146.67","Sold as parted singles, made as a 1=2 sleeve"
B035,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,23.5,GEnx,2402M33P01,2402M33P01,,,,SAM,,,1,22," $3,221 ","$3,221.00","$3,204.90","$3,140.80","$3,077.98","$3,016.42","$2,956.09","Sold as parted singles, made as a 1=3 sleeve, each single yields 22 segments"
B036,2014 Ext.,FRV,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,18,GEnx,2413M78P01 / P02,2413M78P01 / P02,,,,XAE,,,1,31," $21,815 ","$21,815.00","$20,942.40","$20,523.55","$20,113.08","$19,710.82","$19,316.60","Sold as parted singles, made as a 1=2 sleeve, each single yields 31 segments"
B037,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2618,AMS 4132,8,GEnx-1B/2B,2301M29G01,2301M29G01,,,,Prospect/Sonic,UEC-WB,Evergreen,1,, $467 ,$467.00,$464.67,$455.37,$446.26,$437.34,$428.59,
B038,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,23.5,GEnx,2428M01P01,2428M01P01,2428M01P01-FORG,,,Jet Products,,,1,," $1,450 ","$1,450.00","$1,442.75","$1,413.90","$1,385.62","$1,357.90","$1,330.75","Sold as parted singles, made as a 1=5 sleeve"
B039,2014 Ext.,SFC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,23.5,GEnx,2428M02P01,2428M02P01,2428M02P01-FORG,,,Jet Products,,,1,," $1,450 ","$1,450.00","$1,442.75","$1,413.90","$1,385.62","$1,357.90","$1,330.75","Sold as parted singles, made as a 1=5 sleeve"
B040,2014 Ext.,FRC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,625,AMS 5666,10,GEnx-2B,2452M77P01,2452M77P01,PN 2452M77P01,,,B&F,,,1,," $2,657 ","$2,657.00","$2,564.01","$2,512.72","$2,462.47","$2,413.22","$2,364.96","Price is per single, made as a 1=2"
B041,2014 Ext.,FRC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,625,AMS 5666,6,GEnx-2B,2452M78P01,2452M78P01,PN 2452M78P01,,,B&F,,,1,," $1,019 ","$1,019.00",$983.34,$963.67,$944.39,$925.51,$907.00,"Price is per single, made as a 1=2"
B042,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GEnx-1B/2B,2434M91P02 / 2304M30P02,2434M91P02 / 2304M30P02,,T020261-01,,TEI,,,1,," $4,992 ","$4,992.00","$4,817.28","$4,720.93","$4,626.52","$4,533.99","$4,443.31","Sold as parted singles, made as a 1=2"
B043,2014 Ext.,FRC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,4,GEnx,2301M40P01,2301M40P01,,,,Jet Industries,,,1,, $96 ,$96.00,$95.52,$93.61,$91.74,$89.90,$88.10,
B044,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,GEnx,4096522-015P02 / P03,4096522-015P02 / P03,,,,UEC-O,,,1,," $1,344 ","$1,344.00","$1,296.96","$1,271.02","$1,245.60","$1,220.69","$1,196.27","Sold as parted singles, made as a 1=2"
B045,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,GEnx,2304M30P03,2304M30P03,,,,TEI,,,6,," $6,309 ","$6,309.00","$6,088.19","$5,966.42","$5,847.09","$5,730.15","$5,615.55",Sold as a 1=6 sleeve
B046,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,12,GEnx,2304M32P01,2304M32P01,,,,TEI,,,5,," $7,592 ","$7,592.00","$7,326.28","$7,179.75","$7,036.16","$6,895.44","$6,757.53",Sold as a 1=5 sleeve
B048,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,GEnx-1B,2307M54P01,2307M54P01,,,,Shenyang Liming,Avio,,8,," $13,971 ","$13,971.00","$13,482.02","$13,212.37","$12,948.13","$12,689.16","$12,435.38",Sold as a 1=8 sleeve
B049,2014 Ext.,FRC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,3,GEnx,2301M42P01,2301M42P01,,,,Jet Industries,,,1,, $217 ,$217.00,$215.92,$211.60,$207.36,$203.22,$199.15,
B051,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,10,GEnx-2B,2258M78P01,2258M78P01,2258M78P01,D2258M78-2C,,UEC-TH,,,1,," $12,506 ","$12,506.00","$12,068.29","$11,826.92","$11,590.39","$11,358.58","$11,131.41",100% market share-replaced forged only PN D2255M83P01
B053,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,NA,1538M76P01,1538M76P01,1212736,1538M76P01 REV. A - FTP,,SpaceCraft,,,,," $2,852 ","$2,852.00","$2,752.18","$2,697.14","$2,643.19","$2,590.33","$2,538.52",
B054,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5707,8,GE90-115B,1694M17G01 / G02 / G03,1694M17G01 / G02 / G03,1215423,1694M17/G01/G02/G03,,EMI,Numet,,1,1," $1,805 ","$1,805.00","$1,741.83","$1,706.99","$1,672.85","$1,639.39","$1,606.60","COS is 1=2, sold as parted singles"
B055,2014 Ext.,FRC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,4,GE90-94B,1685M31P02,1685M31P02,1685M31P02,,,Shenyang Liming,,,,, $909 ,$909.00,$839.00,$822.22,$805.78,$789.66,$773.87,GE requested transfer from FMI to FRC by 1/2013-reduced VA by 5% per MOA
B056,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5707,8,CFM56,1499M57P03,1499M57P03,PN 1499M57P03,,,UEC-WB,,,,," $4,412 ","$4,412.00","$4,257.58","$4,172.43","$4,088.98","$4,007.20","$3,927.06",
B057,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,8,F110,1806M82P02,1806M82P02,PN 1806M82P02,,,Capo,,,,," $1,930 ","$1,930.00","$1,862.45","$1,825.20","$1,788.70","$1,752.92","$1,717.86",
B058,2014 Ext.,FRC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,3,GEnx,2301M72P01,2301M72P01,,,,Jet Industries,,,1,, $120 ,$120.00,$119.40,$117.01,$114.67,$112.38,$110.13,
B059,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,8,F404,17A137-137P01,17A137-137P01,17A137-137,,,Samsung,,,,," $4,859 ","$4,859.00","$4,688.94","$4,595.16","$4,503.25","$4,413.19","$4,324.92",
B060,2014 Ext.,FMI,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,14,GEnx-2B,2464M45G01,2464M45P01 / 2383M70G01,PN 2464M45P01,Prev. PN 2383M70G01,,B&F,,,1,," $4,685 ","$4,685.00","$4,497.60","$4,407.65","$4,319.50","$4,233.11","$4,148.44","Sold as parted singles, made as a 1=2 sleeve"
B061,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,15.5PH,AMS 5659,9,GEnx-2B,2405M31P01,2405M31P01,1215107,,,Numet,,,5,," $1,661 ","$1,661.00","$1,652.70","$1,619.64","$1,587.25","$1,555.50","$1,524.39",Price is for a 1=5 sleeve
B062,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,6,GEnx-1B,2357M29G03,P2A4801-98,,T110051-01,Ball Forging,TEI,,,1,," $1,760 ","$1,760.00","$1,751.20","$1,716.18","$1,681.85","$1,648.22","$1,615.25",not producing P2A4801-98; only making for TEI--per B.Lakamp 1/23/2013
B063,2014 Ext.,FRC,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,GEnx,2301M97P02,2301M97P02,,,,Shenyang Liming,,,2,, $404 ,$404.00,$401.98,$393.94,$386.06,$378.34,$370.77,Sold as 1=2 sleeve
B065,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718R,C50TF37,4.5,GEnx,2305M49P01,2305M49P01,1211752,,,Berkshire,,,1,, $450 ,$450.00,$434.25,$425.57,$417.05,$408.71,$400.54,
B066,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,GE90-94B,4096697-985P03,4096697-985P03,,,,UEC-WB,,,1,," $8,228 ","$8,228.00","$7,940.02","$7,781.22","$7,625.60","$7,473.08","$7,323.62",
B067,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,8,GEnx,2028M60P02,2028M60P02,,,,Flanagan,,,1,," $1,519 ","$1,519.00","$1,465.84","$1,436.52","$1,407.79","$1,379.63","$1,352.04",
B068,2014 Ext.,FRC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,X750,AMS 5668,6,GEnx,2047M20P01,2047M20P01,FRM 1211355,,,XAE,,,10,," $4,433 ","$4,433.00","$4,277.85","$4,192.29","$4,108.44","$4,026.27","$3,945.75",Sold as a 1=10 sleeve
B069,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4144,13,GEnx,2300M94P01,2300M94P01,,,,XAE,Aerocision,,1,, $561 ,$561.00,$558.20,$547.03,$536.09,$525.37,$514.86,Made as a 1=4 sleeve
B070,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,GEnx,2302M91P03,2302M91P03,,2302M91P03 DET 4,,UEC-Manchester,EMI,,1,, $619 ,$619.00,$597.34,$585.39,$573.68,$562.21,$550.96,Made as a 1=4 sleeve
B071,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,GEnx,2302M91P04,2302M91P04,,2302M91P04 DET 5,,UEC-Manchester,EMI,,1,," $1,094 ","$1,094.00","$1,055.71","$1,034.60","$1,013.90",$993.63,$973.75,Made as a 1=4 sleeve
B073,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GEnx,2304M56P01,2304M56P01,2304M56P01MR10,2304M56P01MR10,,UEC-Poland,,,1,," $6,513 ","$6,513.00","$6,285.05","$6,159.34","$6,036.16","$5,915.43","$5,797.13",
B074,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,GEnx-1B,2307M54P02,2307M54P02,,,,Shenyang Liming,Avio,,8,," $16,026 ","$16,026.00","$15,465.09","$15,155.79","$14,852.67","$14,555.62","$14,264.51",Sold as a 1=8 sleeve
B075,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,GEnx-1B,2307M54P03,2307M54P03,,,,Shenyang Liming,Avio,,8,," $15,343 ","$15,343.00","$14,806.00","$14,509.88","$14,219.68","$13,935.28","$13,656.58",Sold as a 1=8 sleeve
B076,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M41P03,2311M41P03,1212355,F-2311M41P03,,B&F,,,1,, $526 ,$526.00,$523.37,$512.90,$502.64,$492.59,$482.74,"Sold as parted singles, made as 1=4, same as M41P01"
B077,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M41P04,2311M41P04,,F-2311M41P04,,B&F,,,1,, $550 ,$550.00,$547.25,$536.31,$525.58,$515.07,$504.77,"Sold as parted singles, made as 1=2, same as M41P02"
B078,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M42P03,2311M42P03,1212357,F-2311M42P03,,B&F,,,1,, $344 ,$344.00,$342.28,$335.43,$328.73,$322.15,$315.71,"Sold as parted singles, made as 1=4, sames as M42P01"
B079,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M43P03,2311M43P03,1212359,F-2311M43P03,,B&F,,,1,, $403 ,$403.00,$400.99,$392.97,$385.11,$377.40,$369.86,"Sold as parted singles, made as 1=4, sames as M43P01"
B080,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M44P03,2311M44P03,1212361,F-2311M44P03,,B&F,,,1,, $339 ,$339.00,$337.31,$330.56,$323.95,$317.47,$311.12,"Sold as parted singles, made as 1=4, same as M44P01"
B081,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GEnx-1B/2B,2311M44P04,2311M44P04,2311M44P04,F-2311M44P04,,B&F,,,1,, $404 ,$404.00,$401.98,$393.94,$386.06,$378.34,$370.77,"Sold as parted singles, made as 1=3, same as M44P02"
B084,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,GEnx-2B,2347M50P01,2347M50P01,,,,Shenyang Liming,,,8,," $13,288 ","$13,288.00","$12,822.92","$12,566.46","$12,315.13","$12,068.83","$11,827.45",Sold as 1=8 sleeve
B085,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,Genx-2B,2347M50P02,2347M50P02,,,,Shenyang Liming,,,8,," $13,956 ","$13,956.00","$13,467.54","$13,198.19","$12,934.23","$12,675.54","$12,422.03",Sold as 1=8 sleeve
B086,2014 Ext.,SFC,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF75,9.5,GEnx-2B,2347M50P03,2347M50P03,,,,Shenyang Liming,,,8,," $14,532 ","$14,532.00","$14,023.38","$13,742.91","$13,468.05","$13,198.69","$12,934.72",Sold as 1=8 sleeve
B087,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,GEnx,2428M60P01,4013522-238P01,,,,Flanagan,Shenyang Liming,,1,," $4,551 ","$4,551.00","$4,391.72","$4,303.88","$4,217.80","$4,133.45","$4,050.78","Sold as parted singles, made as 1=5"
B088,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,8,GEnx,2428M60P02,2428M60P02,,,,TEI,,,1,," $1,188 ","$1,188.00","$1,146.42","$1,123.49","$1,101.02","$1,079.00","$1,057.42","Sold as parted singles, made as 1=5"
B089,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,AMS 5732,3,GEnx-2B,2437M22P02,2437M22P02,,,,Senior Ketema,Kerns,,1,, $356 ,$356.00,$354.22,$347.14,$340.19,$333.39,$326.72,
B090,2014 Ext.,FRM,0.00%,0.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4 ROT,C50TF12D,10,GEnx-1B,2453M81P02,2453M81P02,TF-2453M81P02,FP Spacer,,Numet,,,5,," $7,643 ","$7,643.00","$7,349.00","$7,202.02","$7,057.98","$6,916.82","$6,778.48",Sold as a 1=5 sleeve
B091,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF103,4.5,GEnx-1B/2B,2486M10P01,2486M10P01,,,,GE Aviation,,,1,," $2,051 ","$2,051.00","$1,979.22","$1,939.63","$1,900.84","$1,862.82","$1,825.56",
B092,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GEnx,4096522-016P01,4096522-016P01,,,,UEC-O,,,1,," $1,389 ","$1,389.00","$1,340.39","$1,313.58","$1,287.31","$1,261.56","$1,236.33","Sold as parted singles, made as 1=2"
B093,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,GEnx,4096522-017P02 / P03,4096522-017P02 / P03,,,,UEC-O,EMI,,1,," $1,285 ","$1,285.00","$1,240.03","$1,215.22","$1,190.92","$1,167.10","$1,143.76","Sold as parted singles, made as 1=2"
B094,2014 Ext.,FMI,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,GEnx,9977014-178P01,9977014-178P01,,,,Flanagan,,,1,," $4,880 ","$4,880.00","$4,709.20","$4,615.02","$4,522.72","$4,432.26","$4,343.62","Sold as parted singles, made as 1=2"
B095,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,6,GEnx-2B,P2A3701-77,P2A3701-77,,,,PSI,TEI,,1,," $1,630 ","$1,630.00","$1,621.85","$1,589.41","$1,557.62","$1,526.47","$1,495.94",New design replace incumbent part-not active yet per B. Lakamp 1/23
XB096,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,6,GEnx-1B,2357M29G03,P2A4801-99,,,Ball,PSI,TEI,,1,1," $1,275 ","$1,275.00","$1,268.63","$1,243.25","$1,218.39","$1,194.02","$1,170.14",Not an active part--did not end up making
B098,2014 Ext.,FRM,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,4,GEnx-1B/2B,2301M32P01,2301M32P01,1212291,,,Birken,,,1,1, $79 ,$79.00,$78.61,$77.03,$75.49,$73.98,$72.50,
B099,2014 Ext.,FMI,0.00%,0.00%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,440,AMS 5630,6,GEnx-1B/2B,2337M24P02 / 2302M40P02,2337M24P02 / 2302M40P02,,,,UEC-O,,,2,1, $695 ,$695.00,$691.53,$677.69,$664.14,$650.86,$637.84,Sold as a 1=2 sleeve
B100,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,AMS 5663,3,GEnx-1B/2B,2322M32P01,2322M32P01,1212202,,,XAE,Evergreen,,1,1, $240 ,$240.00,$231.60,$226.97,$222.43,$217.98,$213.62,Evergreen is new machine source and  using bar/Xian will still make 30-40% using our rings
B101,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,8,NA,17A190-719P01,17A190-719P01,1214154,17A190-719P01 RM,,UEC-WB,,,,," $4,950 ","$4,950.00","$4,776.75","$4,681.22","$4,587.59","$4,495.84","$4,405.92",
B102,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,AMS 5663,3,GE90-115B,1865M35P03,1865M35P03,1214975,1865M35P03-F,,Kerns,AIDC,,,, $364 ,$364.00,$351.26,$344.23,$337.35,$330.60,$323.99,
B104,2014 Ext.,FRM,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HS188,AMS 5772,8,GE90-94B,2256M33-2,1878M71-2,1205085,1878M71-2-FRG-H REV D,,TCT,,,,," $7,377 ","$7,377.00","$7,377.00","$7,229.46","$7,084.87","$6,943.17","$6,804.31",
B105,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,F101,2002M98P01,2002M98P01,,2002M98 P01-MAT,,EMI,Kerns,,,," $3,497 ","$3,497.00","$3,374.61","$3,307.11","$3,240.97","$3,176.15","$3,112.63",
B106,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,F101,2002M98P05,2002M98P05,1200315,2002M98 P05-MAT,,General Tool,,,,," $1,099 ","$1,099.00","$1,060.54","$1,039.32","$1,018.54",$998.17,$978.20,
B107,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,F101,2002M98P07,2002M98P07,1200527,2002M98 P07-MAT,,EMI,,,,," $2,671 ","$2,671.00","$2,577.52","$2,525.96","$2,475.45","$2,425.94","$2,377.42",
B108,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF103,4.5,NA,4008T39P01,4008T39P01,1212256,"4008T39P01 FTP (SOL. & AGE, NO SONIC)",,APPI,,,,," $1,134 ","$1,134.00","$1,094.31","$1,072.42","$1,050.98","$1,029.96","$1,009.36","Solution & age, no USI"
B109,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,NA,4013522-336P02,4013522-336P02,1215094,4013522-336P02,,APPI,,,,, $649 ,$649.00,$626.29,$613.76,$601.48,$589.45,$577.67,
B111,2014 Ext.,FRM,0.00%,0.00%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,6,CF34-3,4907T22P01,4907T22P01,1213074,4907T22 P01 RM,,UEC-WB,,,,, $760 ,$760.00,$733.40,$718.73,$704.36,$690.27,$676.46,
