Finish Machine Supplier,Supplier Code,Identify if current or newly awarded part,GE Ordered Part Number  ie; Finish Machine Part #/Kit # Assembly#,Engine Program,"If Kit/Assembly,  Finish Part # that goes into Kit",# of Parts per Kit,Raw Material Part Number,Raw Material Source,Plant, 2016 Raw Material Price on a per unit part basis , 2016 Total price paid to R/M Source ie; sleeve price ,Yield (sleeve to unit ratio),"R/M Classification IE; Closed Die Forging, Seamless Ring, Flash Welded Ring","Material Type; IN718, Titanium, Rene,",Dimensions of Part ordered from Forger or reference sketch #,"State any operations performed by forger ie; Heat Treat, Parting, Machining, etc.",,QPA,QPE,Billet Diameter,Weight ,Weight Type,ID
GKN Aerospace - Cincinnati,52361,Current,5115T72G03,F414,,1,42569901,Alcoa,Rancho Cucamonga," $12,211.00 "," $12,211.00 ",1,SR,Inco 718,42569901,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,9977013-762G01 & 9977013-764G01,F110,9977013-095 / 650,1,41349908,Alcoa,Rancho Cucamonga," $9,092.00 "," $9,092.00 ",1,SR,Inco 718,41349908,N/A,,,,,,,
GKN Aerospace - Cincinnati,52361,Current,2085M69G03 & 2548M30G04,LEAP,2085M68P02 & 2548M29P03,1,Ordered by Suzhou,GE Aviation Suzhou,Suzhou China, not available , not available ,1,SR,Inco 718+,Ordered by Suzhou,N/A,,,,,,,
GKN Newington,62169,Current,5116T71G03,F414,5116T71G03,1,VACT:23680879 ,Alcoa,Fontana," $2,923.64 "," $2,923.64 ",1,Forging,C50TF68,V.AN:368087,n/a,GE Negotiated Mtl ,,,,,,
GKN Newington,62169,newly awarded part,2467M11G01,GE9x,,1,VACT:2647M36,PCC,Carlton," $30,200.00 "," $30,200.00 ",1,Rectangular Forging,AMS 4144 ,GE:2647M36,n/a,GE Negotiated Mtl ,,,,,,
GKN Newington,62169,Current,31811094,GEnx,31811094,1,VACT:31811094-F,PCC,Carlton," $5,069.00 "," $2,534.50 ",2,Flush welded Ring,B50TF15 CL-D,V.CT:31811094-F,n/a,,,,,,,
GKN Newington,62169,Current,31811110,GEnx,31811110,1,VACT:31811110-F,PCC,Carlton," $28,088.00 "," $4,012.57 ",7,Flush welded Ring,B50TF15 CL-D,V.CT:31811110-F,n/a,,,,,,,
GKN Newington,62169,Current,31811102,GEnx,31811102,1,VACT:31811102-F,PCC,Carlton," $19,369.00 "," $2,767.00 ",7,Flush welded Ring,B50TF15 CL-D,V.CT:31811102-F,n/a,,,,,,,
GKN Newington,62169,Current,31809049,GEnx,31809049,1,VACT:31809049-FORG,PCC,Carlton," $15,773.00 "," $3,154.60 ",5,Flush welded Ring,B50TF15 CL-D,V.CT:31809049-FORG,n/a,,,,,,,
GKN Newington,62169,Current,31807787,GEnx,31807787,1,VACT:31807787-FORG,PCC,Carlton," $16,527.00 "," $2,065.88 ",8,Flush welded Ring,B50TF15 CL-D,V.CT:31807787-FORG,n/a,,,,,,,
GKN Newington,62169,Current,31807027,GEnx,31807027,1,VACT:31807027-FORG,PCC,Carlton," $4,175.00 "," $2,087.50 ",2,Flush welded Ring,B50TF15 CL-D,V.CT:31807027-FORG,n/a,,,,,,,
GKN Newington,62169,Current,OO300159,CF6-80E,OO300159,1,CFW:R0513-001B,PCC,Carlton," $12,295.00 "," $12,295.00 ",1,Forging,INCO 718,CFW:R0513-001B,n/a,,,,,,,
GKN Newington,62169,Current,OO300692,CF6 ,OO300692,1,VACT:10091358,PCC,Carlton," $13,359.00 "," $13,359.00 ",1,Flush welded Ring,Spec H CL-A,VOLS:10091764,n/a,,,,,,,
GKN Newington,62169,Current,OO300698,LM 6000,OO300698,1,VACT:10090025,PCC,Carlton," $27,057.00 "," $27,057.00 ",1,Forging,Spec H CL-D,VOLS:10090056,n/a,,,,,,,
GKN Newington,62169,Current,2428M00G05,GEnx,2428M00G05,1,VACT:10054466,PCC,Carlton," $24,987.00 "," $24,987.00 ",1,Forging,2219,CFW:R4103-008B,n/a,,,,,,,
GKN Newington,62169,Current,2337M25G03,GEnx,2337M25G03,1,VACT:10050767,PCC,Carlton," $23,318.00 "," $23,318.00 ",1,Forging,2219-AL,CFW:R4115-001B,n/a,,,,,,,
GKN Newington,62169,Current,10015962,LMS 100,10015962,1,VACT:10015724,PCC,Carlton," $4,101.00 "," $4,101.00 ",1,Flush welded Ring,INCO 718,VOLS:10015928,n/a,,,,,,,
GKN Newington,62169,Current,10015961,LMS 100,10015961,1,VACT:10015723,PCC,Carlton," $4,013.00 "," $4,013.00 ",1,Flush welded Ring,INCO 718,VOLS:10015927,n/a,,,,,,,
GKN Newington,62169,Current,10015964,LMS 100,10015964,1,VACT:10015726,PCC,Carlton," $4,000.00 "," $4,000.00 ",1,Flush welded Ring,INCO 718,VOLS:10015930,n/a,,,,,,,
GKN Newington,62169,Current,10015963,LMS 100,10015963,1,VACT:10015725,PCC,Carlton," $3,932.00 "," $3,932.00 ",1,Flush welded Ring,INCO 718,VOLS:10015929,n/a,,,,,,,
GKN Newington,62169,Current,10052345,LMS 100,10052345,1,VACT:10015722,PCC,Carlton," $108,948.00 "," $108,948.00 ",1,Forging,INCO 718,VOLS:10015077,n/a,,,,,,,
GKN Newington,62169,Current,OO300854 / OO300696,LM 6000,OO300854 / OO300696,1,VACT:00300129,PCC,Carlton," $18,286.00 "," $18,286.00 ",1,Forging,,V.AC:300129,n/a,,,,,,,
GKN Newington,62169,Current,OO300654 / OO300970,CF6,OO300654 / OO300970,1,VACT:00300123,PCC,Carlton," $6,424.00 "," $6,424.00 ",1,Forging,B50TF15 CL-D,V.AC:300123,n/a,,,,,,,
GKN,91699,Current,1647M68G17/18,CF680E1/C2,N/A,N/A,V:00300108,PCC,Carlton," $16,937.00 "," $16,937.00 ",1,Ring rolled,Inco 718,,,,,,,,,
GKN,91699,Current,1647M68G17/18,CF680E1/C2,N/A,N/A,V:00300123,PCC,Carlton," $6,768.00 "," $6,768.00 ",1,Ring rolled,Inco 718,,,,,,,,,
GKN,91699,Current,1647M68G17/18,CF680E1/C2,N/A,N/A,V:00300129,PCC,Carlton," $22,124.00 "," $22,124.00 ",1,Ring rolled,NC22,,,,,,,,,
EDAC,41847,Current,5116T71G03,F414,5116T69G03/5117T51G02,,4013081-705P02/P05-F,Alcoa,Rancho Cucamonga," $2,792.79 "," $6,356.00 ",1 & 1 SET,Seamless Ring,jetthete/ti,,,,,,,,,
EDAC,41847,Current,5116T71G06,F414,same,,same,same,, same , same ,same,forging,same,,,,,,,,,
EDAC,41847,Current,2082M33G03,GE90,2082M33G03/G05,,2082M33G03/G05-FORGE,Alcoa,Fontana," $7,046.35 "," $14,092.69 ",1=2,forging,ANS 4928,,,,,,,,,
EDAC,41847,Current,2082M33G05,GE90,2082M33G03/G05,,2082M33G03/G05-FORGE,Alcoa,Fontana," $7,046.35 "," $14,092.69 ",1=2,forging,ANS 4929,,,,,,,,,
EDAC,41847,Current,4005M36G02,GE90,2082M33G03/G05,,2082M33G03/G05-FORGE,Alcoa,Fontana," $14,092.69 "," $14,092.69 ",1=1,forging,ANS 4930,,,,,,,,,
EDAC,41847,Current,2136M10G05,GP7200,4013537-171p01,,4013537-171P01,Alcoa,Rancho Cucamonga," $4,796.40 "," $4,796.40 ",1=1,forging,ALUM,,,,,,,,,
EDAC,41847,NEW,9255M29G01,CF6-80C,,,10042206P05,PCC,Carlton," $3,608.00 "," $3,608.00 ",1=1,forging,ALUM,,,,,,,,,
EDAC,41847,Current,4010M58G01,GENX,"2419M65G01,02,03",,TF2264M85G01,PCC,Carlton," $3,191.11 "," $3,191.11 ",1=1,SEAMLESS,ALUM,,,,,,,,,
EDAC,41847,Current,1839M58G19,OGV-ASSY,,,1694M17P01                                   1694M17P03                                              2061M13P01,PCC                                                                        PCC                                                                        FIRTH,MTTP                                   MTTP                                   Rochester                                         , $           868.89        $           868.89       $           840.29 , $           868.89                    $           868.89                    $           840.30 ,1=1,forging,RENE          RENE          AMS 5707  AMS 5707 I909/C50TF95A,,,,,,,,,
EDAC,41847,Current,2062M77G03,GE90 LPT,,,4013522-438P04-FORG,Alcoa,," $64,590.00 "," $64,590.00 ",1=1,forging,718 plus,,,,,,,,,
EDAC,41847,Current,2419M65G04,GENX,,,TF2264M85G01,PCC,Carlton," $3,191.11 "," $3,191.11 ",1=1,forging,ALUM,,,,,,,,,
EDAC,41847,Current,2480m98G01_02,GENX,,,2480M98G01_G02-FORG,SHAPED PER WYMAN-GORDON DWG C32641,," $2,049.00 "," $2,049.00 ",1=1,FBWR,Ti,,,,,,,,,
"G.S. PRECISION, INC.",38937,Current,2471M44P01,PASSPORT,N/A,N/A,2471M44P01,Alcoa,Rochester, $188.00 , $188.00 ,1,FORGED RING,Inco 718,7.350 OD X 7.150 ID X 0.395 LG,NO MACHINING OR NDT,,,,,,,
"G.S. PRECISION, INC.",38937,Current,2471M44P02,PASSPORT,N/A,N/A,2471M44P02,Alcoa,Rochester, $190.00 , $190.00 ,1,FOREGED RING,Inco 718,6.510 OD X 6.310 ID X 0.395 LG,NO MACHINING OR NDT,,,,,,,
Hi-Tek Manufacturing,86289,Current,2482M17P01,Leap A/C,n/a,1,2482M17,Alcoa,Fontana," $5,621.00 "," $5,621.00 ",1,Seemless Ring,Rene 41,2482M17 REVISION C, FMI PROCESS #1656500 REV.B from B50TF110,,,,,,,
Jet Industries Inc.,49162,Current,L16595G03,LM2500,,,L16711P03,Alcoa,Rochester, $993.74 , $993.74 ,1,Seamless,17-4 PH,"FTP: 11.811"" OD. X 8.350"" ID. X 6.670"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L21436P03,LM2500,,,L21436P03,Alcoa,Rochester, $188.00 , $188.00 ,1,Seamless,17-4 PH,"FTP: 8.160"" OD. X 5.340"" ID. X .875"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L433306G01,LM2500,,,L43306G01,Alcoa,Rochester, $57.64 , $115.28 ,2,Seamless,17-4 PH,"FTP: 8.760"" OD. X 7.540"" ID. X .089"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L43315G01,LM2500,,,L43315P02,Alcoa,Rochester, $57.07 , $57.07 ,1,Seamless,4340,"FTP: 8.705"" OD. X 8.118"" ID. X .990"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L44577P02,LM2500,,,L44577P01,Alcoa,Rochester, $80.00 , $80.00 ,1,Seamless,410,"FTP: 8.108"" OD. X 7.808"" ID. X 3.54"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L44516P01,LM2500,,,L44516P01,Alcoa,Rochester, $113.00 , $113.00 ,1,Seamless,17-4 PH,"FTP: 8.840"" OD. X 8.210"" ID. X 2.290"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L61427P01,LM6000,,,L61427P01,PCC,Carlton, $671.00 , $671.00 ,1,Seamless,Inco 718,"FTP: 5.653"" OD. X 4.424"" ID. X 1.96"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,L61437P01,LM6000,,,L61437P01,PCC,Carlton, $687.00 , $687.00 ,1,Seamless,Inco 718,"FTP: 5.095"" OD. X 4.155"" ID. X 1.87"" LG.",,,,,,,,
Jet Industries Inc.,49162,newly awarded,L62950P01,LM6000,,,L62950P01,Alcoa,Rochester, $424.00 , $424.00 ,1,Seamless,Inco 718,"FTP: 5.340"" OD. X 4.410"" ID. X 1.865"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1292M43P04,LM6000,,,1292M43P04,Alcoa,Rochester, $381.98 , $381.98 ,1,Seamless,17-4 PH,"FTP: 8.105"" OD. X 7.287"" ID. X 6.790"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1322M34P01,LM6000,,,1322M34P01,Alcoa,Rochester, $56.66 , $170.00 ,3,Seamless,4340,"FTP: 9.519"" OD. X 8.150"" ID. X 2.063"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1327M72G02,CF6,,,1327M72G02,PCC,MTTP, $339.51 , $339.51 ,1,Flash welded,Inco 718,"FTP: 8.751"" OD. X 7.700"" ID. X 1.885"" LG.",,,,,,9.76,,
Jet Industries Inc.,49162,Current,1375M62P01,CF6,,,1375M62P01,Alcoa,Rochester, $154.00 , $154.00 ,1,Seamless,17-4 PH,"FTP: 9.316"" OD. X 8.281"" ID. X 3.25"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1509M46P01,LM6000,,,1509M46P01,Alcoa,Rochester, $169.67 , $169.67 ,1,Seamless,A-286,"FTP: 6.608"" OD. X6.083"" ID. X 2.200"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1584M76P01,CF6,,,1584M76P01,Alcoa,Rochester, $38.32 , $114.96 ,3,Seamless,4340,"FTP: 9.00"" OD. X 8.44"" ID. X .485"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1663M74P01,LM6000,,,1663M74P01,Alcoa,Rochester, $56.09 , $112.18 ,2,Seamless,410,"FTP: 7.160"" OD. X 6.626"" ID X .750"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1686M34P04,GE90,,,17A190-058P01,Alcoa,Fontana," $1,985.94 "," $1,985.94 ",1,Seamless,15-5 PH,,,,,,,,,
Jet Industries Inc.,49162,Current,17A130-361P01,CT64,,,17A130-361P01,Welded Ring Products,WRP, $441.00 , $441.00 ,1,Flash welded,Haynes 188,"FTP: 12.645"" OD. X 12.075"" ID. X 1.400"" LG.",,,,,,7.43,,
Jet Industries Inc.,49162,Current,17A166-529P01,CT64,,,17A166-529P01,Welded Ring Products,WRP, $355.00 , $355.00 ,1,Flash welded,Hastelloy X,"FTP: 14.749"" OD. X 14.015"" ID. X 1.800"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1711M52P02,GE90,,,4013522-021,Alcoa,Fontana, $584.44 , $584.44 ,1,Seamless,Inco 718,"FTP: 10.11"" OD. X 7.44"" ID. X 1.58"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1778M66P01,CF6,,,TF-1778M66P01,Welded Ring Products,WRP, $120.00 , $965.00 ,8,Flash welded,Inco 718,,,,,,,29.1,,
Jet Industries Inc.,49162,Current,1839M96P01,GE90,,,1839M96P01,Alcoa,Rochester," $2,042.68 "," $2,042.68 ",1,Seamless,Inco 718,"FTP: 16.730"" OD. X 13.610"" ID. X 2.930"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1865M36P01,GE90,,,1865M36P01,Alcoa,Rochester, $283.05 , $283.05 ,1,Seamless,15-5 PH,"FTP: 9.714 OD. X 7.445"" ID. X 2.102"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1963M11P01,GE90,,,1963M11P01,Alcoa,Rochester, $109.40 , $437.61 ,4,Seamless,17-4 PH,"FTP:20.39"" OD. X 19.669"" ID. X .983"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1963M16P03,GE90,,,1963M16P01,Alcoa,Rochester, $182.59 , $365.00 ,2,Seamless,17-4 PH,"FTP: 18.02"" OD. X 16.725"" ID. X 1.52"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,1963M17P01,GE90,,,1963M17P01,PCC,Carlton, $501.00 ," $1,505.00 ",3,Seamless,17-4 PH,"FTP: 23.98"" OD. X 22.660"" ID. X 1.240"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2032M59P01,F110,,,2032M59P01,PCC,Carlton, $624.86 , $624.86 ,1,Seamless,Titanium,"FTP: 6.73"" OD. X 5.154"" ID. X 2.988"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2032M67P01,F110,,,1441M63P01,PCC,Carlton, $354.51 , $709.00 ,2,Seamless,Titanium,"FTP: 6.600"" OD. X 5.105"" ID. X 1.285"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2047M20P01,GENX,,,TF-2047M20P01,PCC,MTTP, $141.00 , $564.00 ,4,Flash welded,inco X750,"FTP: 17.478"" OD. X 16.788"" ID. X .345"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2047M26P01,GP7200,,,2047M26P01,Alcoa,Rochester, $608.87 , $608.87 ,1,Seamless,inco 718,"FTP: 7.210"" OD. X 5.840"" ID. X .760"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2047M29P02,GP7200,,,2047M29P01,Alcoa,Rochester," $1,210.40 "," $1,210.40 ",1,Seamless,inco 718,"FTP: 8.420"" OD. X 7.350"" ID. X 1.510"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2087M29P01,GENX,,,2087M29P01,Alcoa,Rochester, $344.94 , $344.94 ,1,Seamless,inco 718,"FTP: 8.660"" OD. X 7.520"" ID. X 1.920"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2301M41P01,Genx,,,2301M41P01,Alcoa,Rochester, $364.39 , $364.39 ,1,Seamless,17-4 PH,"FTP: 16.730"" OD. X 15.470""ID. X 1.180"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2301M42P01,Genx,,,2301M42P01,Alcoa,Rochester, $207.00 , $103.50 ,2,Seamless,17-4 PH,"FTP: 6.690"" OD. X 6.119"" ID. X 2.500"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2301M43P01,Genx,,,2301M43P01,Alcoa,Rochester, $91.00 , $273.00 ,3,Seamless,4340,"FTP: 9.850"" OD. X 8.540"" ID. X 3.220"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2301M72P01,Genx,,,2301M72P01,Alcoa,Rochester, $58.50 , $117.00 ,2,Seamless,17-4 PH,"FTP: 6.920"" OD. X 6.070"" ID. X 2.500"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2305M47P01,Genx,,,2305M47P01,Alcoa,Rochester, $138.00 ," $1,656.00 ",12,Seamless,inco 718,"FTP:22.450"" OD. X 22.080"" ID. X 1.75"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,2311M40G01,Genx,,,2311M40G01,Alcoa,Fontana, $322.15 , $322.15 ,1,Seamless,aluminum,"FTP: 14.973"" OD. X 12.570"" ID. X 3.200"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,3008T38P04,T64,,,3008T38P04,Alcoa,Fontana, $78.75 , $945.00 ,12,Seamless,Hastelloy X,"FTP: 17.152"" OD. X 16.780"" ID X .100"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4013522-281P01,LM2500,,,4013522-281P01,Alcoa,Rochester, $432.56 , $432.56 ,1,Seamless,Inco 909,"FTP: 14.847"" OD. X 13.681"" ID. X 1.072"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4051T66P01,T700,,,4051T66P01,Welded Ring Products,WRP, $130.00 , $130.00 ,1,Flash welded,Hastelloy X,"FTP: 9.114"" OD. X 8.259"" ID. X .741"" LG.",,,,,,3.38,,
Jet Industries Inc.,49162,Current,4054T02P03,F404,,,TF-4054T02P03,Welded Ring Products,WRP, $6.76 ," $3,200.00 ",473,Flash welded,Rene 41,"FTP: 24.382"" OD. X 23.516"" ID. X .433"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4059T39P02,T700,,,4059T39P02,PCC,MTTP, $279.00 , $837.28 ,3,Seamless,Hastelloy X,"FTP: 20.610"" OD. X 19.538"" ID. X 2.150"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4070T27P01,F414,,,TF-4070T27P01,PCC,MTTP, $15.30 ," $1,469.00 ",96,Flash welded,Rene 41,"FTP: 26.400"" OD. X 25.53"" ID. X 2.355"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4092T43P03,F414,,,4092T43P02,Alcoa,Rochester, $52.00 , $259.00 ,5,Seamless,Inco 718,"FTP: 6.00"" OD X5.505"" ID. X .375"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4096697-586P01,F414,,,4096697-586P01,Welded Ring Products,WRP, $451.00 , $451.00 ,1,Flash welded,Inco 718,,,,,,,15.01,,
Jet Industries Inc.,49162,Current,4096708-585P06,GE38,,,4096708-585P01,Alcoa,Fontana, $44.00 , $794.00 ,18,Seamless,Inco 600,"FTP: 11.293"" OD. X 10.510"" ID. X 1.147"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4096708-586P03,GE38,,,4096708-586P03,Alcoa,Fontana, $39.99 , $719.00 ,18,Seamless,Inco 600,"FTP: 10.550"" OD. X 9.664"" ID. X 1.112"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4106T89P01,CFE738,,,4106T98P01,Alcoa,Rochester, $85.00 , $509.00 ,6,Seamless,inco X750,"FTP: 7.235"" OD. X 6.905"" ID. X .208"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,4124T59P01,CF34,,,4048T56P02,Alcoa,Fontana, $76.00 , $608.00 ,8,Seamless,Inco 718,"FTP: 4.340"" OD. 3.375"" ID. X 3.460"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,5036T93G03,T700,,,5036T93G03,PCC,Carlton, $171.00 , $171.00 ,1,Seamless,321,"FTP: 9.66"" OD. X 8.20"" ID. X 1.991"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,5079T03P01,CF34,,,5079T03P01,Alcoa,Fontana, $52.00 ," $1,458.00 ",28,Seamless,Inco 718,"FTP: 10.58"" OD. 9.50 "" ID. X .320"" LG.",,,,,,,,
Jet Industries Inc.,49196,Current,5104T60P03,F414,,,5104T60P03,PCC,MTTP, $150.00 , $905.00 ,6,Flash welded,Inco 718,"FTP: 20.19"" OD. 19.00"" ID. X 2.390"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,5104T60P04,F414,,,5104T60P04,PCC,MTTP, $107.00 , $859.00 ,8,Flash welded,Inco 718,"FTP: 22.625"" OD. X 21.625"" ID. X 2.390"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,5104T75P01,F414,,,5104T75P01,PCC,MTTP, $7.60 ," $2,929.00 ",385,Flash welded,Rene 41,"FTP: 26.686"" OD. X 26.164"" ID. X .242"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,5104T80P01,F414,,,5104T80P01,PCC,MTTP, $12.79 ," $1,842.00 ",144,Flash welded,Rene 41,"FTP: 27.496"" OD. X 27.004"" ID. X .246"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,5106T65P01,F414,,,5106T65P01,PCC,MTTP, $27.69 ," $3,988.00 ",144,Flash welded,Rene 41,"FTP: 27.078"" OD. X 26.178"" ID. X .450"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,646C590P2,CF700,,,646C590P2,Alcoa,Rochester, $280.00 , $280.00 ,1,Seamless,Inco 718,"FTP: 7.974"" OD. X 6.560"" ID X .732"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9010M82P03,LM2500,,,9010M82P03,Alcoa,Rochester, $262.00 , $262.00 ,1,Seamless,Maraging,"FTP: 4.740"" OD. X 4.046"" ID. X 1.750"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9046M14P02,LM2500,,,9046M14P02,Alcoa,Fontana, $51.66 , $155.00 ,3,Seamless,410,"FTP: 7.160"" OD. X 6.629"" ID. X 4.750"" LG",,,,,,,,
Jet Industries Inc.,49162,Current,9047M29P03,LM6000,,,9047M29P03,Alcoa,Rochester, $310.00 , $310.00 ,1,Seamless,Maraging,"FTP:5.420"" OD X 4.699"" ID X 1.720"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9228M94P03,CF6,,,9228M94P03,Alcoa,Rochester, $245.00 , $245.00 ,1,Seamless,Maraging,"FTP: 5.750"" OD. X 4.125"" ID X 2.125"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9228M94P04,LM6000,,,9228M94P03,Alcoa,Rochester, $245.00 , $245.00 ,1,Seamless,Maraging,"FTP: 5.750"" OD. X 4.125"" ID X 2.125"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9374M12P01,CF6,,,9374M12P01,Alcoa,Rochester, $75.00 , $301.00 ,3,Seamless,17-4 PH,"FTP: 14.080"" OD. X 13.450"" ID X .900"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9645M84P02,LM2500,,,9645M84P02,Alcoa,Rochester, $34.75 , $139.00 ,4,Seamless,4340,"FTP: 9.320"" OD. X 8.620"" ID. X .375"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9645M92P04,LM2500,,,9645M92P04,Alcoa,Rochester, $261.00 , $522.00 ,2,Seamless,Waspaloy,"FTP: 9.00"" OD. X 8.250"" ID. X 1.050"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9654M80P08,LM2500,,,9654M80P08,Alcoa,Rochester," $1,254.00 "," $1,254.00 ",1,Seamless,Waspaloy,"FTP: 6.810"" OD X 5.540"" ID X 4.280"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9661M15P04,LM2500,,,9661M15P04,PCC,Carlton, $741.00 , $741.00 ,1,Seamless,Waspaloy,"FTP: 7.410"" OD X 5.950"" ID X 3.91"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9690M54P02,CF6,,,9690M54P02,Alcoa,Rochester, $98.00 , $294.00 ,3,Seamless,17-4 PH,"FTP: 14.070"" OD. X 13.437"" ID. X .900"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9691M37P01,LM2500,,,9691M37P01,Alcoa,Fontana, $44.00 , $220.00 ,5,Seamless,Aluminum,"FTP: 13.860"" OD X 12.498"" ID X .590"" LG.",,,,,,,,
Jet Industries Inc.,49162,Current,9732M53P02,F110,,,9732M53P02,Alcoa,Rochester, $683.00 , $683.00 ,1,Seamless,Titanium,,,,,,,,,
Magellan Aersopace Haverhill,11994,Current,L41250G01,LM2500,,1,RML41250,ALCOA,Rancho Cucamonga," $4,579.00 ",,,Seamless ,17-4PH,,,,,,,,,
Magellan Aersopace Haverhill,11994,Current,6005T23G12,T64,,1,RM6005T23,PCC,Carlton," $25,962.00 ",,,Seamless ,AMS4928,,,,,,,,,
Magellan Aersopace Haverhill,11994,Current,6066T50G02,IN20,,1,C0259-001B,PCC,Carlton," $34,427.00 ",,,Seamless ,Titanium,,,,,,,,,
"McMellon Bros., Inc.",57765,Current,1361M13P01,,,,,Alcoa,Monroe,,,1,Seamless Ring,17-4,6.810 OD x 4.938 ID x 2.250 OAL,Sol & Age,,,,,,,
"McMellon Bros., Inc.",57765,Current,1686M38P03,,,,,Alcoa,Monroe,,,3,Seamless Ring,4340,11.410 OD X 10.490 ID X 0.930 OAL.,Q&T,,,,,,,
"McMellon Bros., Inc.",57765,Current,1837M64P01,,,,,Alcoa,Monroe,,,3,Seamless Ring,17-4,19.210 O.D. X 18.410 I.D. X 1.185 O.A.L.,Sol & Age,,,,,,,
"McMellon Bros., Inc.",57765,Current,1865M36P01,,,,,Alcoa,Monroe,,,1,Seamless Ring,15-5,"9.964 OD x 7.195 ID x 2.440 """,Sol & Age,,,,,,,
"McMellon Bros., Inc.",57765,Current,2041M73P01,,,,,Alcoa,Monroe,,,1,Seamless Ring,4340,8.500 O.D. X 6.781 I.D. X 2.850 O.A.L.,Q&T,,,,,,,
"McMellon Bros., Inc.",57765,Current,2087M23P01,,,,,Alcoa,Monroe,,,1,Seamless Ring,MAR250,6.400 OD X 4.400 ID X 2.000 OAL,,,,,,,,
"McMellon Bros., Inc.",57765,Current,2087M23P02,,,,,Alcoa,Monroe,,,1,Seamless Ring,MAR250,6.400 OD X 4.400 ID X 2.000 OAL,,,,,,,,
"McMellon Bros., Inc.",57765,Current,2461M37P01,LEAP1A,,,,Alcoa,Monroe,,,1,Seamless Ring,Inco718,5.305 OD X 4.600 ID X 0.980 LG,,,,,,,,
"McMellon Bros., Inc.",57765,Current,2461M37P02,LEAP1A,,,,Alcoa,Monroe,,,1,Seamless Ring,Inco718,5.305 OD X 4.600 ID X 0.980 LG,,,,,,,,
