Finish Machine Supplier,Supplier Code,Identify if current or newly awarded part,GE Ordered Part Number  ie; Finish Machine Part #/Kit # Assembly#,Engine Program,"If Kit/Assembly,  Finish Part # that goes into Kit",# of Parts per Kit,Raw Material Part Number,Raw Material Source,Plant, 2016 Raw Material Price on a per unit part basis , 2016 Total price paid to R/M Source ie; sleeve price ,Yield (sleeve to unit ratio),"R/M Classification IE; Closed Die Forging, Seamless Ring, Flash Welded Ring","Material Type; IN718, Titanium, Rene,",Dimensions of Part ordered from Forger or reference sketch #,"State any operations performed by forger ie; Heat Treat, Parting, Machining, etc.",,QPA,QPE,Billet Diameter,Weight ,Weight Type,ID
GE Suzhou,59102,Current,2070M52G04,CF3410E,,,2070M52G01SC,Alcoa,Suzhou," $4,229.00 "," $4,229.00 ",1=1,B50TF15 CL-F,Forging,Inco 718,OD 30.63 * ID 25.24 * HIGHT 5.87,,,,,,,
GE Suzhou,59102,offloaded,2301M31P01,GENX,,,GE-2301M31P01,,,,,1=1,,,,,,,,,,,
GE Suzhou,59102,Current,2305M47P01,GENX-2B&1B,,,GE-2305M47P01,Alcoa,Suzhou," $1,585.00 "," $1,585.00 ",1=10,B50TF15 CL-E,Forging,Inco 718,OD 22.73 * ID 21.75 * HIGHT 4.5,,,,,,,
GE Suzhou,59102,offloaded,2324M45G01,GENX,,,2324M55P01,,,,,1=1,,,,,,,,,,,
GE Suzhou,59102,Current,2337M10G01,GENX-2B,,,2337M80P01,Ellwood Texas Forge,HOUSTON," $2,450.00 "," $2,450.00 ",1=1,C50TF12 CL-D,Forging,Titanium,25.8 Length * 7.96 Width * 5.69 Hight,,,,,,,
GE Suzhou,59102,offloaded,2337M20G01,GENX,,,2337M19P01,,,,,1=1,,,,,,,,,,,
GE Suzhou,59102,Current,2375M54G01,GENX-1B,,,2337M80P01,Ellwood Texas Forge,HOUSTON," $2,450.00 "," $2,450.00 ",1=1,C50TF12 CL-D,Forging,Titanium,25.8 Length * 7.96 Width * 5.69 Hight,,,,,,,
GE Suzhou,59102,Current,2410M51P01,CFM56P    ,,,4013463-006P02,ATI Powder Metals,OAKDALE," $2,215.47 "," $33,232.00 ",1=15,C50TF108 CL-A,Seamless Ring,RENE 95,OD 24.92* ID 21.24 * HIGHT 14.300,,,,,,,
GE Suzhou,59102,Current,4124T92P02,CF34-8C/8E,,,4124T88P01,Ellwood Texas Forge,HOUSTON," $1,646.00 "," $1,646.00 ",1=1,C50TF81 CL-A,Forging,Inco 718,OD 12.04* ID 9.30* HIGHT 2.17,,,,,,,
GE Suzhou,59102,Current,4124T93P03,CF34-8C/8E,,,4124T89P01,Ellwood Texas Forge,HOUSTON," $1,512.00 "," $1,512.00 ",1=1,C50TF81 CL-A,Forging,Inco 718,OD 10.47* ID 5.6* HIGHT 2.31,,,,,,,
GE Suzhou,59102,Current,4138T07P03,CF34-08E  ,,,45059901,Alcoa,Rancho Cucamonga," $10,028.00 "," $10,028.00 ",1=1,B50TF15 CL-B,Forging,Inco 718,OD 24.88 * ID 17.14 * HIGHT 16.56,,,,,,,
GE Suzhou,59102,Current,4138T07P04,CF34-08C     ,,,45059901,Alcoa,Rancho Cucamonga," $10,028.00 "," $10,028.00 ",1=1,B50TF15 CL-B,Forging,Inco 718,OD 24.88 * ID 17.14 * HIGHT 16.56,,,,,,,
GE Suzhou,59102,Current,4138T37G01,CF34-8E  ,,,4138T37G01BAR,Alcoa,Suzhou, $136.00 , $136.00 ,1=1,B50TF14 CL-F,Bar,Inco 718,5.831Length * 2.72 Width *  .767 Hight,,,,,,,
GE Suzhou,59102,Current,4138T61G01,CF34-8D/8E    ,,,4138T88P01,Ellwood Texas Forge,HOUSTON," $1,768.00 "," $1,768.00 ",1=1,C50TF103 CL-B,Forging,Inco 718,25.730 Length * 5.006 Width * 1.25 Hight,,,,,,,
GE Suzhou,59102,Current,4138T77G02,CF34-8E/8D   ,,,4138T77G02BAR,Alcoa,Suzhou, $63.00 , $63.00 ,1=1,B50TF14 CL-F,Bar,Inco 718,4.95Length * 1.9 Width *  .6 Hight,,,,,,,
GE Suzhou,59102,Current,5079T58P02,"CF34-8C/8E,LM500",,,5079T58P02MR4,PCC,MTTP, $83.61 , $334.44 ,1=4,B50TF15 CL-B,Flash Welded Ring,Inco 718,OD 114.930 * ID 14.150 * HIGHT 1.620,,,,,,,
GE Suzhou,59102,Current,L59101G01,LMS100    ,,,REF-L59101G01,Alcoa,Suzhou," $6,612.00 "," $6,612.00 ",1=1,B50TF15 CL-F,Forging,Inco 718,OD 19.32 * ID 8.47 * HIGHT 2.56,,,,,,,
GE Suzhou,59102,Current,2621M71P01,LEAP 1A/1C,,,4013725-401P01,Alcoa,Rancho Cucamonga," $17,971.00 "," $17,971.00 ",1=1,C50TF128 CL-A,Forging,Inco 718+,OD 27.145 * ID 20.132 * HIGHT 13.991,,,,,,,
GE Suzhou,59102,Current,2548M29P01,LEAP 1B,,,4013725-401P02,Alcoa,Rancho Cucamonga," $18,267.00 "," $18,267.00 ",1=1,C50TF128 CL-A,Forging,Inco 718+,OD 27.145 * ID 20.132 * HIGHT 13.991,,,,,,,
"METRO MACHINE WORKS, INC.",59192,Current,9082M58G05 / G08,LM 2500,,,9082M58-P05,PCC,MTTP," $1,751.26 "," $1,751.26 ",1,FBWR,RENE 41,CO9940 REV. NC,N/A,,,,,,,
"METRO MACHINE WORKS, INC.",59192,Current,51015T20G03,F414,,,5101T20 ITEM 2,PCC,MTTP," $1,442.52 "," $1,442.52 ",1,FBWR,RENE 41,C30765 REV. NC,N/A,,,,,,,
"METRO MACHINE WORKS, INC.",59192,Current,2552M24P01-P06,LEAP,,,2552M24 ITEM 1,Alcoa,Rochester, $440.00 , $440.00 ,1,FORGING,JETHETE M152,PROTECT MIN .060 OVER FIN DIM. 19.354 X 18.680 X 1.518,N/A,,,,,,,
"METRO MACHINE WORKS, INC.",59192,Current,2468M97P01-P06,LEAP,,,2468M97 ITEM 1,Alcoa,Rochester, $402.00 , $402.00 ,1,FORGING,JETHETE M152,20.594 X 19.125 X 1.682,N/A,,,,,,,
"METRO MACHINE WORKS, INC.",59192,Current,9218M25-G06,?,,,9218M25-P01,Alcoa,Fontana," $1,830.00 "," $1,830.00 ",1,FORGING,INCO 718,PROTECT MIN .060 OVER FIN DIM. 16.060 X 13.710 X 1.610,N/A,,,,,,,
"METRO MACHINE WORKS, INC.",59192,Current,5142T86G02,GE38,,,5142T86ITEM1,Alcoa,Fontana, $877.00 , $877.00 ,1,FORGING,RENE 41,10.880 OD x 9.430 ID x 0970LG,N/A,,,,,,,
Senior Aerospace Ketema,07181,Current,2460M62,Leap 1b,,1,4013728-259P01,Alcoa,Rochester,," $6,747.00 ",1-1,Seamless Ring,IN783,See Sketch,N/A,,,,,,,
Senior Aerospace Ketema,07181,Current,2460M62,Leap 1b,,1,4013733-958P01,Alcoa,Rochester,," $2,513.00 ",1=2,Seamless Ring,B50TF279 CL-C,See Sketch,Parting done at forging house.  The $2513 is the cost for each forging after parting,,,,,,,
Senior Aerospace Ketema,07181,Current,2521M04,Leap 1b,,1,2521M04P07-F,PCC,Carlton,," $12,685.00 ",1-1,Seamless Ring,IN718,See Sketch,Rough Machining,,,,,,,
Senior Aerospace Ketema,07181,Current,2521M04,Leap 1b,,1,2521M04P08-F,PCC,Carlton,," $7,902.00 ",1=2,Seamless Ring,IN718,See Sketch,Rough Machining,,,,,,,
Senior Aerospace Ketema,07181,Current,2460M69,passport 20,,1,4013725-550P01,Alcoa,Fontana,," $1,630.00 ",1-1,Seamless Ring,B50TF317 CL-A (IN718+),See Sketch,Parting done at forging house.  The $7902 is the cost for each forging after parting,,,,,,,
Senior Aerospace Ketema,07181,Current,2460M69,passport 20,,1,4013725-557P01,PCC,Carlton,," $1,905.00 ",1-1,Seamless Ring,C50TF95 CL-A (IN909),See Sketch,N/A,,,,,,,
RUAG,57051,Current,2091M28G04,CF34-10E,N/A,1,DED2800,PCC,Carlton," $6,007.12 "," $6,007.12 ",1,SEAMLESS FORGED RING,AL 2219,F019B-159B,Heat Treatment & Machining,,,,,,,
RUAG,57051,Current,2091M30G02,CF34-10A,N/A,1,DED2800,PCC,Carlton," $6,007.12 "," $6,007.12 ",1,SEAMLESS FORGED RING,AL 2219,F019B-159B,Heat Treatment & Machining,,,,,,,
F&B Mfg LLC,36653,Current,6027T53G01,F404,NA,NA,6027T53P02 (F5645-5875X8750),Larson,Larson, $165.00 , $165.00 ,1,SR,321 CRES,"8.750"" OD (+.180""/-.000"") X 5.875"" ID (+.000""/-.180"") X 1.700"" THICK (+.180""/-.000"")",NA,,,,,,,
ENGINETICS AEROSPACE,36063,Current,6041T41G15,J85,6041T41G15,1,6041T41P02 (9899556-774P01),Welded Ring Products,WRP, $946.00 , $946.00 ,1,FBWR,L605,Attached drawing 9899556-774P01,"Heat treat, machining, FPI",,,,,11.4,,
ENGINETICS AEROSPACE,36063,Current,6041T41G15,J85,6041T41G15,1,6041T41P07 (9899556-781P01),Welded Ring Products,WRP, $560.00 , $560.00 ,1,FBWR,321,Attached drawing 9899556-781P01,"Heat treat, machining, FPI",,,,,,,
ENGINETICS AEROSPACE,36063,Current,5154T66G01,GE38,Unknown - EA ships part to MTU,1,5154T67P01,PCC,Carlton, Unknown - supplied to EA by MTU ,,1,Forging - unknown method,625,11.6 OD x 9.1 ID x 1.7 thick,"Heat treat, FPI",,,,,,,
Aerofab Corp,3088,Newly Awarded,1963M30G01,GE90,1963M30P01,1,"B50TF15 FRG - 1.02"" x 7.48"" x 12.52""",Alcoa,Rochester, $865.00 , $856.00 ,1,Forging,B50TF15,"1.02"" x 7.48"" x 12.52""",No additional work performed beyond forging,,,,,,,
Aerofab Corp,3088,Newly Awarded,1963M30G01,GE90,1963M30P04,1,"B50TF15 FRG - .71"" x 14.30"" x 15.11""",Alcoa,Rochester, $392.00 , $392.00 ,1,Forging,B50TF15,"0.71"" x 14.30"" x 15.11""",No additional work performed beyond forging,,,,,,,
C.F. Roark Welding,74985,Current,9977011-870P01 ,T700,9977013-470G01,1,9977011-870P01 ,PCC,MTTP, $374.88 , $374.88 ,1=1,FBWR,Inco 718,ID:  11.113  OD:  12.793  HGHT:  1.290,"MILL ANNEALED, ROLLED, WELDED",,,,,,,
C.F. Roark Welding,74985,Current,9977011-869P01 ,T700,9977013-470G01,1,9977011-869P01 ,PCC,MTTP, $632.58 , $632.58 ,1=1,FBWR,Inco 718,ID:  12.490  OD:  15.550  HGHT:  .995,"MILL ANNEALED, ROLLED, WELDED",,,,,,,
MB Warren (Rzeszow Facility),62801,New,2521M46,Leap-1B,N/A,N/A,81881714,PCC,Carlton," $1,528.00 ", N/A ,1,regular forging,B50TF74 (ALLOY COBALT BASE),Forged to Protect 0.060 over finsihed dimensions,N/A,,,,,,,
MB Warren (Rzeszow Facility),62801,New,5099T20G01,CF34 ,N/A,N/A,C30407,PCC,MTTP, $745.94 , N/A ,1,Shaped FBW Ring,B50TF15 (INCO 718),C30407,N/A,,,,,,,
MB Warren (Rzeszow Facility),62801,New,5099T20G03,CF34 ,N/A,N/A,C30407,PCC,MTTP, $745.94 , N/A ,1,Shaped FBW Ring,B50TF15 (INCO 718),C30407,N/A,,,,,,,
MB Warren (Warren Facility),62801,New,9693M20G11,LM2500,N/A,N/A,9693M20P28,Welded Ring Products,WRP, $670.00 , N/A ,1,Shaped FBW Ring,B50TF15 CL-A,B-40406,N/A,,,,,15.39,,
MB Warren (Warren Facility),62801,New,9693M20G11,LM2500,N/A,N/A,9693M20P27,Welded Ring Products,WRP, $510.00 , N/A ,1,Shaped FBW Ring,B50TF15 CL-A,B-40404,N/A,,,,,15.39,,
MB Warren (Warren Facility),62801,New,9693M20G11,LM2500,N/A,N/A,9693M20P29/18,Welded Ring Products,WRP, $770.00 , N/A ,1,Shaped FBW Ring,B50TF15 CL-A,B-40405,N/A,,,,,15.39,,
MB Warren (Sterling Heights Facility),62801,Current,255M50P01,HF120,N/A,N/A,Forg to Protect Finished sizes,Alcoa,Rochester," $1,010.00 "," $5,050.00 ",5,Rectangular Forging,B50TF74 CL-A,1=5 Sleeve,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2602M81G01,Passport 20,N/A,N/A,3816-820-500����,Alcoa,Fontana," $2,961.00 ", N/A ,1,Forging,C50T95 CL-B,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2602M75G01,Passport 20,N/A,N/A,3817-820-500����,Alcoa,Fontana," $3,335.00 ", N/A ,1,Forging,C50T95 CL-B,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2602M86G01,Passport 20,N/A,N/A,3817-820-500����,Alcoa,Fontana," $3,335.00 ", N/A ,1,Forging,C50T95 CL-B,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2602M87G02,Passport 20,N/A,N/A,3818-820-520���� ,Alcoa,Fontana," $2,543.00 ", N/A ,1,Forging,C50TF68 CL-B,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2484M78G01,Passport 20,N/A,N/A,3819-800-500���� ,Schlosser Forge,Rancho Cucamonga," $1,704.00 ", N/A ,1,Forging,B50TF15 CL-E,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2554M94G01,Passport 20,N/A,N/A,3820-800-500���� ��� ,Schlosser Forge,Rancho Cucamonga," $2,272.00 ", N/A ,1,Forging,B50TF15 CL-D,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2554M93G02,Passport 20,N/A,N/A,3821-001-510����,Schlosser Forge,Rancho Cucamonga," $6,485.00 ", N/A ,1,Forging,B50TF15 CL-D,Oversized Forging,N/A,,,,,,,
MB Warren (Warren Facility),62801,Current,2554M93G03,Passport 20,N/A,N/A,3821-002-500���� ,Schlosser Forge,Rancho Cucamonga," $4,956.00 ", N/A ,1,Forging,B50TF15 CL-D,Oversized Forging,N/A,,,,,,,
"Magellan Aerospace, Mississauga",66275,Current,5115T28G06,F414,,1,5101T86-P99REF,Alcoa,Fontana," $2,474.00 "," $2,474.00 ",1,Seamless,IN718,33.21 x 30.38 x 4.37,"per B50TF15 CLD, FMI has the option to test a prolong or integral test piece, FMI guarentess but does not perform etch, magnetic, penetrant, and/or ultrasonic inspection, uses tools T9288 for production run.  Reference dwg does not state specifics of heat treat",,,,,,,
"Magellan Aerospace, Mississauga",66275,Current,5115T28G06,F414,,1,OR0000062,Alcoa,Fontana," $1,428.00 "," $1,428.00 ",1,Seamless,IN718,33.010 dia x 31.100 dia x 5.460,"Solution heat treated, stress relieved and precipitation heat treat to the T7452 temper.  Heat treat shall be performed in accordance with AMS 2772.  Machine surface finish to be 250 RA all over.  Break edges .015 max.  All diamters to be round within .015 TIR.",,,,,,,
PAS Technologies,45672,Current,9977013-735P01,LM2500,N/A,N/A,N/A,Space-Craft,"New Haven, CT"," $1,389.00 "," $1,389.00 ",1,Flash Welded,Inco 718,Purchased pre-machined from Space-Craft,N/A,,,,,,,
PAS Technologies,45672,Current,9977013-825P01,LM2500,N/A,N/A,N/A,Space-Craft,"New Haven, CT", $839.00 , $839.00 ,1,Flash Welded,Inco 718,Purchased pre-machined from Space-Craft,N/A,,,,,,,
PAS Technologies,45672,Current,9977014-053P01,LM2500,N/A,N/A,N/A,Numet,"Orange, CT"," $3,558.00 "," $3,558.00 ",1,Flash Welded,Inco 718,Purchased pre-machined from Numet,N/A,,,,,,,
PAS Technologies,45672,Current,9977013-803G01,LM2500,9977013-739P01,1,N/A,Paradigm Precision,"Tempe, AZ"," $4,107.00 "," $4,107.00 ",1,Flash Welded,Inco 718,Purchased pre-machined from Paradigm Precision,N/A,,,,,,,
PAS Technologies,45672,Current,9977013-803G01,,9977013-737P01,1,N/A,Paradigm Precision,"Tempe, AZ",,,1,Flash Welded,Inco 718,Purchased pre-machined from Paradigm Precision,N/A,,,,,,,
PAS Technologies,45672,Current,9977013-775G01,LM2500,9977013-386P01,1,N/A,Paradigm Precision,"Tempe, AZ"," $6,501.00 "," $6,501.00 ",1,Flash Welded,Inco 718,Purchased pre-machined from Paradigm Precision,N/A,,,,,51.12,,
PAS Technologies,45672,Current,9977013-775G01,,9977013-389P01,1,N/A,Paradigm Precision,"Tempe, AZ",,,1,Flash Welded,Inco 718,Purchased pre-machined from Paradigm Precision,N/A,,,,,51.12,,
PAS Technologies,45672,Current,9977013-730P01,LM2500,N/A,N/A,N/A,Cheheng,Taiwan," $1,538.91 "," $1,538.91 ",1,Flash Welded,Inco 718,Purchased pre-machined from Cheheng,N/A,,,,,,,
PAS Technologies,45672,Current,L44633P01,LM2500,N/A,N/A,N/A,Welded Ring Products,WRP, $350.00 , $350.00 ,1,Flash Welded,Hast-X,16.791 O.D. x 14.845 I.D. x .770 tall,N/A,,,,,,,
PAS Technologies,45672,Current,5053T48P01,T64,N/A,N/A,N/A,Alcoa,Rochester," $1,088.00 "," $1,088.00 ",1,Forged Ring,Inco 718,10.799 O.D. x 5.599 I.D. x 1.556 tall,N/A,,,,,,,
PAS Technologies,45672,Current,5100T06P07,F414,N/A,N/A,N/A,Alcoa,Rochester, $250.00 , $250.00 ,1,Forged Ring,Hast-X,14.030 O.D. x 13.550 I.D. x .340 tall,N/A,,,,,,,
PAS Technologies,45672,New,4013725-407P01,LEAP,N/A,N/A,N/A,Alcoa,Fontana," $1,375.00 "," $1,375.00 ",1,Forged Ring,Inco 909,12.816 O.D. x 9.514 I.D. x 2.726 tall,N/A,,,,,,,
PAS Technologies,45672,New,2548M31P01,LEAP,4013704-689P01,2,N/A,PCC,MTTP, $342.00 , $684.00 ,2,Flash Welded,Inco 718+,11.59 O.D. x 9.499 I.D. x 1.700 tall,N/A,,,,,,,
Ferrotherm,34791,Current,9082M58G05,LM2500,,,4224 01A,PCC ,MTTP, $159.21 ," $1,751.26 ",1=11,FBWR,Rene 41,4224 01A,N/A,,,,,,,
Ferrotherm,34791,Current,1441M36G09,F110,,,4932 01,Welded Ring Products,WRP, $133.50 ," $1,602.00 ",1=12,FBWR,Rene 41,4932 01,N/A,,,,,32.98,,
Ferrotherm,34791,Current,5031T03G07,F404,,,5726 01,Alcoa,Fontana, $921.00 , $921.00 ,1=1,Forging,Inco 903,5726 01,N/A,,,,,,,
Ferrotherm,34791,Current,2311M71G01,GENX,,,6661 01C,Alcoa,Rochester, $85.00 , $612.00 ,1=7,Forging,AMS 5643T,6661 01C,N/A,,,,,,,
Ferrotherm,34791,Current,2311M71G02,GENX,,,6661 01C,Alcoa,Rochester, $85.00 , $612.00 ,1=7,Forging,AMS 5643T,6661 01C,N/A,,,,,,,
Ferrotherm,34791,Current,2311M72G01,GENX,,,6662 01C,Alcoa,Rochester, $95.67 , $692.00 ,1=7,Forging,AMS 5643T,6662 01C,N/A,,,,,,,
Ferrotherm,34791,Current,2311M72G02,GENX,,,6662 01C,Alcoa,Rochester, $85.66 , $692.00 ,1=7,Forging,AMS 5643T,6662 01C,N/A,,,,,,,
Ferrotherm,34791,Current,6041T80G04,J85,,,9200 01,Welded Ring Products,WRP, $24.67 , $296.00 ,1=12,FBWR,Hast X,9200 01,N/A,,,,,8.88,,
Ferrotherm,34791,Current,6041T80G05,J85,,,9200 01,Welded Ring Products,WRP, $24.67 , $296.00 ,1=12,FBWR,Hast X,9200 01,N/A,,,,,8.88,,
Ferrotherm,34791,Current,6041T80G06,J85,,,9200 01,Welded Ring Products,WRP, $24.67 , $296.00 ,1=12,FBWR,Hast X,9200 01,N/A,,,,,8.88,,
"Danville Metal Stamping Co., Inc.",30735,NA,2585M07P01,GP7200,NA,NA,2585M07P01FORG,Alcoa,Rochester, NA , NA ,1,Seamless,B50TF74CLA,".   B50TF74CLA S7 26.45OD X 24.45ID X 1.10THK, forged to protect.  VSE per GSSE-036.   S-528 applies Note per drawing note 8, option to use AMS5772D provided grain size meets requirements of B50TF74CLA S7(specify option on certification)",NA,1829  (Current price per part) ,,,,,,
"Danville Metal Stamping Co., Inc.",30735,NA,2585M08P01,GP7200,NA,NA,2585M08P01FORG,Alcoa,Rochester, NA , NA ,1,Seamless,B50TF74CLA,"  B50TF74CLA S7 33.55OD X 32.00ID X 1.15THK, forged to protect.  VSE per GSSE-036.   S-528 applies Note per drawing note 9, option to use AMS5772D provided grain size meets requirements of B50TF74CLA S7(specify option on certification)",NA,2158  (Current price per part),,,,,,
"Danville Metal Stamping Co., Inc.",30735,NA,"6043T32G02, 4, & 5",MSO,NA,NA,6043T32P04FORG2,Mattco Forge,Mattco Forge, NA , NA ,12,Seamless,B50TF15CLA,"B50TF15CLA S34 (Inco 718), VSE, 15.750 MIN OD  X 14.750 MAX ID  X 6.00 MIN LONG NOTE: forging must  protect 15.610 OD & 14.895 ID after de-barking, including out of round condition and grind-outs.  GEAE End Use.  Use GE approved S-400 lab for testing.   S-528 applies",NA,1438 (Current price per part) ,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2479M66P03,HF120,N/A,N/A,11410-Q0A-0003-FRG,Alcoa,Rochester, $940.00 , $940.00 ,1,SEAMLESS,INCO 783,"9.75"" x 7.98"" x 1.5"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,16510-Q0A-C100,HF120,N/A,N/A,16510-Q0A-0000-6-FRG,Firth Rixson Monroe,Fontana," $4,458.00 "," $8,916.00 ",1=2,SEAMLESS,Haynes 188,"11.65"" x 9"" x 1.59"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,16610-Q0A-B300,HF120,N/A,N/A,16610-Q0A-0000-2-FRG,Firth Rixson Monroe,Fontana," $4,570.00 "," $9,140.00 ",1=2,SEAMLESS,Haynes 188,"15.013"" x 12.513"" x 1.043"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1878M70G06,GE90-94,N/A,N/A,1878M70-2-M,Alcoa,Rochester," $5,727.00 "," $5,727.00 ",1,SEAMLESS,GTD 222,"43.875"" x 39.688"" x 3.5"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1878M70G06,GE90-94,N/A,N/A,1878M70-4-FRG-H,Alcoa,Rochester," $6,954.00 "," $6,954.00 ",1,SEAMLESS,Haynes 188,"41.153"" x 38.156"" x 4.469"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1878M71G11,GE90-94,N/A,N/A,1878M71-2-FRG-H,Alcoa,Rochester," $7,377.00 "," $22,131.00 ",1=3,SEAMLESS,Haynes 188,"26.02"" x 24.37"" x 5.875"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1878M71G11,GE90-94,N/A,N/A,1878M71-9-FRG,Alcoa,Rancho Cucamonga," $14,412.00 "," $57,648.00 ",1=4,SEAMLESS,Haynes 188,"31.833"" x 29.644"" x 5.765"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1968M72-2,CFM56,N/A,N/A,1968M72-2-M,Alcoa,Rochester," $14,874.00 "," $14,874.00 ",1,SEAMLESS,Haynes 188,"41.105"" X 38.156"" x 6.875"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1968M72-SA1,CFM56,N/A,N/A,1968M72-4-M,Alcoa,Rochester," $5,727.00 "," $5,727.00 ",1,SEAMLESS,GTD 222,"43.875"" x 39.688"" x 3.5"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1968M78-2,CFM56,N/A,N/A,1968M78-2-M,Alcoa,Rochester," $5,879.00 "," $5,879.00 ",1,SEAMLESS,Haynes 188,"26.875"" x 24.563"" x 4.125"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1968M78-4,CFM56,N/A,N/A,1968M78-4-FRG,Alcoa,Rochester," $9,373.50 "," $37,494.00 ",1=4,SEAMLESS,Haynes 188,"31.625"" x 29.5"" x 5.8"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,1968M78P06-4,CFM56,N/A,N/A,1968M78P06-4-M,Alcoa,Rochester," $2,292.00 "," $2,292.00 ",1,SEAMLESS,Haynes 188,"31.59"" x 29.47"" x 5.47"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2254M35G04,GP7200,N/A,N/A,2254M35-2-SF,PCC,MTTP," $3,975.79 "," $3,976.00 ",1,FBW,Haynes 188,"23.35"" x 22.28"" x 3.397"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2254M35G04,GP7200,N/A,N/A,2254M35P07-4-SF,PCC,MTTP," $3,394.69 "," $3,395.00 ",1,FBW,Haynes 188,"26.495"" x 24.31"" x 1.214"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2254M35G04,GP7200,N/A,N/A,2254M35P09-6-SF,PCC,MTTP," $1,088.51 "," $1,089.00 ",1,FBW,Haynes 230,"22.914"" x 20.529"" x 1.955"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2254M46G04,GP7200,N/A,N/A,2254M46-2-SF,PCC,MTTP," $5,844.85 "," $5,845.00 ",1,FBW,Haynes 188,"32.555"" x 31.235"" x 3.284"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2254M46G04,GP7200,N/A,N/A,2254M46-6-SF,PCC,MTTP," $4,318.27 "," $4,318.00 ",1,FBW,Haynes 230,"37.574"" x 33.944"" x 1.42"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,New,2363M55G01,GE-NX,N/A,N/A,2363M55G01-FRG,Wyman Gordan /FRISA AEROSPACE,," $1,145.00 "," $1,145.00 ",1,SEAMLESS,17-4 PH,"24.23"" 18.62"" x 3.5"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,5102T57G01,F414,N/A,N/A,5102T57P02-FRG,Larson,Larson, $613.00 , $613.00 ,1,SEAMLESS,6-4 Titanium,"8.42"" x 5.49"" x 2.61"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,6043T32-4,T700,N/A,N/A,6043T32-FBW,Welded Ring Products,WRP, $885.00 ," $5,310.00 ",1=6,FBW,Inco 718 B50TF15 Cl-A,"15.765"" x 14.72"" x 3.1"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,6043T32-4,T700,N/A,N/A,6043T32-FBW,Welded Ring Products,WRP, $885.00 ," $5,310.00 ",DUP of Above,FBW,Inco 718 B50TF15 Cl-A,"15.765"" x 14.72"" x 3.1"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2255M82P01,GE-NX,N/A,N/A,D2255M82P0101,PCC,MTTP," $1,603.87 "," $1,604.00 ",1,FBW,Haynes 188,"20.892"" x 20.038"" x 2.338"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2255M82P03,GE-NX,N/A,N/A,D2255M82P03,PCC,MTTP," $1,888.15 "," $1,888.00 ",1,FBW,Haynes 188,"25.54"" x 23.625"" x 1.148"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,Current,2255M82P07,GE-NX,N/A,N/A,D2255M82P07,PCC,MTTP," $1,835.54 "," $1,836.00 ",1,FBW,Haynes 188,"22.519"" x 20.154"" x 1.875"" ",N/A ,,,,,,,
Paradigm Stuart (TCT) ,92817,New,4013382-821P01,T700,N/A,N/A,TF4013382-821P01,PCC,MTTP, $926.00 , $926.00 ,1,FBW,Inconel 718,"15.976"" 12.36"" x 1.853"" ",N/A ,,,,,,,
Paradigm Burnley,60819,Current ,L47951G01,LM2500,,,L47951P01,ALCOA ,Rochester, $653.66 ," $1,961.00 ",3,Forging,Inco 718���������� ,"14.55"" O/D x 12.50"" I/D x 4.25""  LG��������1 Sleeve makes 3 components������� ",N/A ,2015 price. Not had 2016 price confirmed,,,,,,
